graph6	class	class_sizes
Q??????wE_[?J?E_AK?Y?@g?B_?	T2	-
Q??????wE_[?J?E_AK?U?@W?E_?	T2	-
Q??????wE_[?J?B_@W?d?CW?D_?	T2	-
Q??????wE_[?J?Ao@S?k?CW?D_?	T2	-
Q??????wE_[?F?F?DO?F??w?D_?	T2	-
Q??????wE_[?F?F?@o?F??w?`_?	T2	-
Q??????wE_[?F?E_D_?J??w?B_?	T2	-
Q??????wE_[?F?E_DG?J??w?E_?	T2	-
Q??????wE_X?L?I_AK?Y??w?E_?	E	[12, 11, 11, 11]
Q??????wE_X?L?I_AK?U?@W?E_?	E	[12, 11, 11, 11]
Q??????wE_X?L?I_AK?R?@o?E_?	E	[12, 11, 11, 11]
Q??????wE_X?H_L?AW?T?AW?D_?	E	[12, 11, 11, 11]
Q??????wE_X?H_H_B_?b?AW?B_?	T2	-
Q??????wE_X?H_H_Ag?p?AW?B_?	E	[12, 11, 11, 11]
Q??????wE_X?H_KOAo?X?AW?B_?	T2	-
Q??????wE_X?H_KOAc?[?AW?B_?	E	[12, 11, 11, 11]
Q??????wE_X?H_KOAc?Y?Ag?B_?	E	[12, 11, 11, 11]
Q??????wE_X?H_HOAo?p?AW?B_?	E	[12, 11, 11, 11]
Q??????wE_X?H_HOAc?s?AW?B_?	E	[12, 11, 11, 11]
Q??????wE_X?H_HOAc?p?Ao?B_?	E	[12, 11, 11, 11]
Q??????wE_T?[?F?@W?L?@W?B_?	T2	-
Q??????wE_T?[?D_@o?R?@W?B_?	E	[12, 11, 11, 11]
Q??????wE_T?[?D_@g?T?@W?B_?	T2	-
Q??????wE_T?[?D_@g?R??w?E_?	E	[12, 11, 11, 11]
Q??????wE_T?[?D_@K?R?@o?E_?	E	[12, 11, 11, 11]
Q??????wE_T?X?E_Ao?R?@W?B_?	E	[12, 11, 11, 11]
Q??????wE_T?X?E_Ag?X??w?B_?	E	[12, 11, 11, 11]
Q??????wE_T?X?E_Ag?L?AW?B_?	T2	-
Q??????wE_T?X?CoB_?T?@W?B_?	T2	-
Q??????wE_T?X?CoBO?X?@W?B_?	E	[12, 11, 11, 11]
Q??????wE_T?X?CoAS?[?AW?D_?	E	[12, 11, 11, 11]
Q??????wE_T?T?I_Ag?T?@W?B_?	T2	-
Q??????wE_P_Y?F?AW@D??w?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?I_AK?i??w?E_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?I_AK?e?@W?E_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?E_Ag@B??w?E_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?E_CW?F?@W?S_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?E_AW?F?@W?c_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?E_AK@E?@W?E_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?E_AK@B?@o?E_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?B_CW?d?CW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?B_CW?F?CW?S_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?B_?w?F?CW?o_?	T2	-
Q??????wE_P_Y?AoEC?k??w?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?AoEC?e?@g?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?AoEC?d?@o?D_?	T2	-
Q??????wE_P_Y?AoCS?k?CW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Y?AoCS?e?DG?D_?	E	[12, 11, 11, 11]
Q??????wE_P_R?I_CW?F?CW?S_?	E	[12, 11, 11, 11]
Q??????wE_P_R?B_CW?d?GW?P_?	E	[12, 11, 11, 11]
Q??????wE_P_R?B_?[@E?CW?o_?	E	[12, 11, 11, 11]
Q??????wE_P_R?B_?[?F?KO?o_?	T2	-
Q??????wE_P_R?AoCo?F?CW?o_?	E	[12, 11, 11, 11]
Q??????wE_P_R?Ao?s@E?CW?o_?	E	[12, 11, 11, 11]
Q??????wE_P_R?Ao?s?F?KO?o_?	T2	-
Q??????wE_P_R?Ao?[?F?KG?s??	T2	-
Q??????wE_P_J?E_CW?d?@W@@_?	E	[12, 11, 11, 11]
Q??????wE_P_W_I_BG?d?@W?D_?	E	[12, 11, 11, 11]
Q??????wE_P_W_I_BG?b?@g?D_?	E	[12, 11, 11, 11]
Q??????wE_P_W_I_@g?d?CW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_W_I_@K?e?@W?S_?	E	[12, 11, 11, 11]
Q??????wE_P_W_B_@W@`?CW?D_?	T2	-
Q??????wE_P_W_B_@W?h?CW?`_?	E	[12, 11, 11, 11]
Q??????wE_P_W_IOBO?h?@W?B_?	E	[12, 11, 11, 11]
Q??????wE_P_W_IOBO?L?CW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_W_IO@o?h?CW?B_?	E	[12, 11, 11, 11]
Q??????wE_P_W_IO@o?d?CW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_W_IO@g?h?Cg?B_?	E	[12, 11, 11, 11]
Q??????wE_P_W_IO@g?L?CW?Q_?	X	[12, 12, 11, 10]
Q??????wE_P_W_IOBC?e?@g?D_?	E	[12, 11, 11, 11]
Q??????wE_P_W_Go@o?p?CW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_W_Go@S?q?DG?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_J?EG?d??w?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_J?CW?d?CW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_B_Cg@`?CW?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_B_?w@B?CW?o_?	T2	-
Q??????wE_P_Q_IOE_?d??w?D_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOCo?h?CW?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOEG?h?@g?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOCg?h?Cg?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOEC?k?@W?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOCc?k?CW?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOCc?i?Cg?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOCc?M?Cg?P_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOCK?i?Cg?E_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_IOCK?b?@g?U??	E	[12, 11, 11, 11]
Q??????wE_P_Q_BOCo?F?CW?o_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_BOCg?F?Cg?o_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_BOCc@c?CW?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_BOCc@a?Cg?B_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_BO?s@E?CW?o_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_BO?s@D?CW?p??	E	[12, 11, 11, 11]
Q??????wE_P_Q_BO?k@B?Cg?q??	E	[12, 11, 11, 11]
Q??????wE_P_Q_BO?[@E?DG?o_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_@o?s@o?GW?P_?	T2	-
Q??????wE_P_Q_@o?s@Q?KG?P_?	E	[12, 11, 11, 11]
Q??????wE_P_Q_AWCK?b?H_?U??	E	[12, 11, 11, 11]
Q??????wE_P_I_E_GW@H?@W?P_?	E	[12, 11, 11, 11]
Q??????wE_P_I_EOAo@D?OW?D_?	E	[12, 11, 11, 11]
Q??????wE_P_I_EOECAK?@W?B_?	E	[12, 11, 11, 11]
Q??????wE_P_OoI_@S@`?DO?D_?	E	[12, 11, 11, 11]
Q??????wE_P_OoAg@g?F?KG?s??	E	[12, 11, 11, 11]
Q??????wE_P_OoAg@c@D?DO?p??	E	[12, 11, 11, 11]
Q??????wE_P_OoAg?s?Y?KG?p??	E	[12, 11, 11, 11]
Q??????wCoOo[?R?AW?L?GW?H_?	E	[12, 11, 11, 11]
Q??????wCoOo[?QOAc?Y??w?a_?	E	[12, 11, 11, 11]
Q??????wCoOo[?POAS?M?AW?g_?	E	[12, 11, 11, 11]
Q??????wCoOo[?POAK?Y?Gg?I_?	E	[12, 11, 11, 11]
Q??????wCoOoT?J?EGAD??w?H_?	E	[12, 11, 11, 11]
Q??????wCoOoT?KOCcAS?AW?B_?	E	[12, 11, 11, 11]
Q??????wCoOoSOPGD_@c?AW?B_?	E	[12, 11, 11, 11]
Q??????wCoOoSOPGD_?p??w?b??	E	[12, 11, 11, 11]
Q??????wCoOoSOPGD_?R?Cg?b??	E	[12, 11, 11, 11]
Q??????wCoOoSOPG@g@Q?Gg?Q_?	E	[12, 11, 11, 11]
Q??????wCoOoSOPG@g@E?IG?Q_?	E	[12, 11, 11, 11]
Q??????wCoOoSOPGAW?L?IG?h??	E	[12, 11, 11, 11]
Q??????wCoOoOWT?EG?Y?Gg?I_?	E	[12, 11, 11, 11]
Q??????wCoOoOWT?EG?U?BG?a_?	E	[12, 11, 11, 11]
Q??????wCoOoOWT?BG@I?Ag?a_?	E	[12, 11, 11, 11]
Q????A?oF?M?M?F?@o?M??w?@o?	E	[12, 11, 11, 11]
Q????A?oF?M?EGDGDO?Y?@o?BO?	E	[12, 11, 11, 11]
Q????A?oF?M?EGDG@o?Y?Go?BO?	E	[12, 11, 11, 11]
Q????A?oF?KCEGM?B_?M?@o?BO?	T2	-
Q????A?oF?KCEGL?BO?Q_@o?F??	E	[12, 11, 11, 11]
Q????A?oF?KCEGL?Ao?Y??s?J??	E	[12, 11, 11, 11]
Q????A?oF?KCEGF?Ao?U?@o?`O?	E	[12, 11, 11, 11]
Q????A?oF?KCEGD_Ao?Y?Ao?`O?	E	[12, 11, 11, 11]
Q????A?oF?KAM?F?Ao?J??w?J??	E	[12, 11, 11, 11]
Q????A?oF?KAM?D_Ag?X??w?J??	E	[12, 11, 11, 11]
Q????A?oF?KAM?DG@S?q?@o?F??	E	[12, 11, 11, 11]
Q????A?oF?KAM?DG@S?i?Ao?F??	E	[12, 11, 11, 11]
Q????A?oF?KAM?DG@S?Y?Co?F??	E	[12, 11, 11, 11]
Q????A?oF?KAM?DG?s?q?Ao?F??	E	[12, 11, 11, 11]
Q????A?oF?KAM?DG?[?w?Ao?F??	E	[12, 11, 11, 11]
Q????A?oF?KAM?DG?[?s?BO?F??	E	[12, 11, 11, 11]
Q????A?oF?KAM?DG?[?k?Ao?L??	E	[12, 11, 11, 11]
Q????A?oF?KAKGEGAo?Y?Ao?F??	T2	-
Q????A?oF?KAKGBGB_?e?Ao?F??	E	[12, 11, 11, 11]
Q????A?oF?KAKGBGBO?i?Ao?F??	E	[12, 11, 11, 11]
Q????A?oF?KAKGBGBO?e?@o?L??	E	[12, 11, 11, 11]
Q????A?oF?KAKGBGAW?e?B_?L??	E	[12, 11, 11, 11]
Q????A?oF?KAEGEGE_?M?@o?J??	T2	-
Q????A?oF?KAEGDGEO?U?@o?L??	T2	-
Q????A?oF?IAJ?M?Ao?J??w?J??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?J?BO?b??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?J?BO?F??w?T??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?J?BC?F?Co?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?J?@S?F?DO?R??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_B_?R??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_BO?R?@W?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_BG?X??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_BG?T?@W?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_BG?R?@g?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_AK?X?Ao?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_AK?T?BO?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?K_AK?R?B_?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?I_B_?b??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?I_BG?k?@W?B_?	E	[12, 11, 11, 11]
Q????A?oF?IAJ?I_BG?h??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?I_BG?b?@g?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?I_@c?b?Co?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?I_@K?h?Co?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?I_@K?b?D_?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?IGBO?i??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?IG?s?i?Co?J??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?Gg@c?q?Co?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?Gg@K?w?Co?F??	E	[12, 11, 11, 11]
Q????A?oF?IAJ?Gg@K?s?DO?F??	E	[12, 11, 11, 11]
Q????A?oF?IAF?E_D_@B??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAF?E_DG@H??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAF?E_DG@B?@g?F??	E	[12, 11, 11, 11]
Q????A?oF?IAF?E_DC@I??w?F??	E	[12, 11, 11, 11]
Q????A?oF?IAF?CoDO?T?HO?D_?	E	[12, 11, 11, 11]
Q????A?oF?IAIGM?Ao?J?@o?J??	E	[12, 11, 11, 11]
Q????A?oF?IAIGL?BO?F?@o?L??	E	[12, 11, 11, 11]
Q????A?oF?IAIGL?Ao?F?Ao?L??	E	[12, 11, 11, 11]
Q????A?oF?IAIGL?AW?T?@o?L??	E	[12, 11, 11, 11]
Q????A?oF?IAIGL?AW?L?Ao?L??	E	[12, 11, 11, 11]
Q????A?oF?IAIGL?AW?F?B_?L??	E	[12, 11, 11, 11]
Q????A?oB_M?J?b?@Q?b?@o?B_?	E	[12, 11, 11, 11]
Q????A?oB_M?J?a_@g?I_?w?Q_?	E	[12, 11, 11, 11]
Q????A?oB_M?J?a_@c?I_Co?B_?	E	[12, 11, 11, 11]
Q????A?oB_M?J?a_@K?I_Co?E_?	E	[12, 11, 11, 11]
Q????A?oB_M?J?a_@K?H_@o?R??	E	[12, 11, 11, 11]
Q????A?oB_M?J?a_@a?J?Co?B_?	T2	-
Q????A?oB_M?J?a_@I?k?@W?B_?	E	[12, 11, 11, 11]
Q????A?oB_M?J?a_@I?d?@o?D_?	E	[12, 11, 11, 11]
Q????A?oB_M?J?a_@E?e?@W?F??	E	[12, 11, 11, 11]
Q????A?oB_M?J?_o@Q?[?@W?P_?	E	[12, 11, 11, 11]
Q????A?oB_M?J?aG@c?M??s?R??	T2	-
Q????A?oB_M?KGBG@a?U?_o?F??	T2	-
Q????A?oB_M?aGIG@a?M?@o?R??	T2	-
Q????A?oB_M?aGHGB_?M??s?J??	X	[12, 12, 11, 10]
Q????A?oB_M?aGHG@Q?Y?@o?R??	E	[12, 11, 11, 11]
Q????A?oB_M?IGBG?q?i?AoAB??	E	[12, 11, 11, 11]
Q????A?oB_M?IG@g?i?k?AoAH??	E	[12, 11, 11, 11]
Q????A?oB_M?IG@g?i?e?AoAK??	E	[12, 11, 11, 11]
Q????A?oB_M?BCI_@g?e??wAC_?	E	[12, 11, 11, 11]
Q????A?oB_M?BCI_AW?M?AWAC_?	E	[12, 11, 11, 11]
Q????A?oB_M?BCI_AW?T?@WAD??	E	[12, 11, 11, 11]
Q????A?oB_M?BCI_@c?F?CoAD??	E	[12, 11, 11, 11]
Q????A?oB_M?BCI_@K?L?CoAD??	E	[12, 11, 11, 11]
Q????A?oB_M?BCGoAW?[?AWAC_?	E	[12, 11, 11, 11]
Q????A?oB_M?AKBGD_CE?@o?R??	T2	-
Q????A?oB_M?AKBGCo?M?CoAH??	E	[12, 11, 11, 11]
Q????A?oB_M?AK@gCo?M?EOAH??	T2	-
Q????A?oB_M?AK@gCg?k?AoAH??	E	[12, 11, 11, 11]
Q????A?oB_M?AK@gCg?Y?CoAI??	E	[12, 11, 11, 11]
Q????A?oB_L?M?DG?[?E_B_AD??	E	[12, 11, 11, 11]
Q????A?oB_L?L?b??q?e?AW?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?b??q?b?Ao?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?a_?q?Y?CW?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?a_?i?Y?Cg?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?a_?e?Y?Co?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?`_@g?S_CW?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?`_?i?s?AW?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?`_?i?e?AW?I_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?D_?w?U??[AG_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?D_?eCE?Ao?H_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?`G@o?Q_Co?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?`G@c?U??s?R??	E	[12, 11, 11, 11]
Q????A?oB_L?L?`G?s?e?Ao?HO?	E	[12, 11, 11, 11]
Q????A?oB_L?L?`G@a?e?Ao?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?`G?q?e?Ao?H_?	E	[12, 11, 11, 11]
Q????A?oB_L?L?Cg@S?I_BOAB??	E	[12, 11, 11, 11]
Q????A?oB_L?L?Cg@K?I_B_AB??	E	[12, 11, 11, 11]
Q????A?oB_L?L?Cg?k?Q_B_AB??	E	[12, 11, 11, 11]
Q????A?oB_L?H_d?@g?Q_?w?Q_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_d??w?F?AW?WO?	E	[12, 11, 11, 11]
Q????A?oB_L?H_d??w?E_AW?W_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_d?@c?Q_Co?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_d?@c?B_Co?J??	E	[12, 11, 11, 11]
Q????A?oB_L?H_d??q?q?AW?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_d??i?q?Ag?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_d??Y?e?AW?K_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_d??e?R?Ao?R??	E	[12, 11, 11, 11]
Q????A?oB_L?H_d??e?F?Ao?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`_Ag?a_AW?I_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_`_Ac?B_Ao?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`_?k?d?AS?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`_?k?F?EC?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`_?k?B_E_?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`_?i?e?AW?W_?	T2	-
Q????A?oB_L?H_cO?i?M?Ag?W_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_`OAo?a_Ag?H_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_`O?w?a_Ag?W_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_`OAc?P_Ao?R??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`O?e?d?EO?J??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`O?e?b?E_?J??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`O?e?F?E_?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`GAo?a_Ao?H_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_`G?w?E_EO?W_?	E	[12, 11, 11, 11]
Q????A?oB_L?H_`GAS?M?AS?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`G?s?e?AS?X??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`G?k?a_Ao?Y??	E	[12, 11, 11, 11]
Q????A?oB_L?H_`G?[?k?EO?HO?	E	[12, 11, 11, 11]
Q????A?oB_L?H_`G?[?M?EO?WO?	E	[12, 11, 11, 11]
Q????A?oB_L?H__W?s?k?EO?HO?	E	[12, 11, 11, 11]
Q????A?oB_L?H__W?s?M?EO?WO?	E	[12, 11, 11, 11]
Q????A?oB_L?H__W?i?M?E_?W_?	E	[12, 11, 11, 11]
Q????A?oB_L?cGHGBO?E_@o?L??	E	[12, 11, 11, 11]
Q????A?oB_L?KGb?@S?i??s?F??	E	[12, 11, 11, 11]
Q????A?oB_L?KG`_@c?i?Ao?BO?	E	[12, 11, 11, 11]
Q????A?oB_L?KGBG?q?i?AoAB??	E	[12, 11, 11, 11]
Q????A?oB_L?KG@g?i?k?AoAH??	E	[12, 11, 11, 11]
Q????A?oB_L?`GHG?w?E_E_?X??	T2	-
Q????A?oB_L?`GGgAW?e?BO?KO?	E	[12, 11, 11, 11]
Q????A?oB_L?`GGgAa?M?Ao?X??	E	[12, 11, 11, 11]
Q????A?oB_L?`GGg?Y?k?BO?X??	E	[12, 11, 11, 11]
Q????A?oB_L?`GGg?Y?M?F??X??	E	[12, 11, 11, 11]
Q????A?oB_L?HGd?@o?Q_Co?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?HGc_@S?q?@S?F??	E	[12, 11, 11, 11]
Q????A?oB_L?HGc_?i?[?EO?B_?	E	[12, 11, 11, 11]
Q????A?oB_L?HGc_?i?i?Ao?I_?	E	[12, 11, 11, 11]
Q????A?oB_L?HG`_Ag?p?Ao?BO?	E	[12, 11, 11, 11]
Q????A?oB_L?HG`_AK?w?Ao?BO?	E	[12, 11, 11, 11]
Q????A?oB_L?HG`_?k?a_Ao?Y??	E	[12, 11, 11, 11]
Q????A?oB_L?HG`_?i?F?E_?X??	E	[12, 11, 11, 11]
Q????A?oB_L?HGDG@Q?q?@oAB??	E	[12, 11, 11, 11]
Q????A?oB_L?HG?w?Y?M?e??[??	E	[12, 11, 11, 11]
Q????A?oB_L?@cL?BG?X??wAB??	E	[12, 11, 11, 11]
Q????A?oB_L?@cL?AcCQ??w?J??	T2	-
Q????A?oB_L?@cL?AcCE?AW?J??	E	[12, 11, 11, 11]
Q????A?oB_L?@cL??s?R?EOAB??	E	[12, 11, 11, 11]
Q????A?oB_L?@cL??k?T?EOAB??	E	[12, 11, 11, 11]
Q????A?oB_L?@cH_?sCB?EO?X??	E	[12, 11, 11, 11]
Q????A?oB_L?@cH_?s?b?aO?X??	E	[12, 11, 11, 11]
Q????A?oB_L?@cH_?kC`?Ao?X??	E	[12, 11, 11, 11]
Q????A?oB_L?@cKOBG?[?@WAA_?	E	[12, 11, 11, 11]
Q????A?oB_L?@cKOAg?[?AWAA_?	E	[12, 11, 11, 11]
Q????A?oB_L?@cKOAg?J?a_?I_?	E	[12, 11, 11, 11]
Q????A?oB_L?@cHO?w?F?e??W_?	E	[12, 11, 11, 11]
Q????A?oB_L?@cHOAcCB?Ao?Y??	E	[12, 11, 11, 11]
Q????A?oB_L?GK`GAo?Y?Co?J??	E	[12, 11, 11, 11]
Q????A?oB_L?GK`G?w?k?Ao?X??	E	[12, 11, 11, 11]
Q????A?oB_L?@KEGAo@I?_o?J??	E	[12, 11, 11, 11]
Q????A?oB_L?@KCgE_?Y?AoAB??	E	[12, 11, 11, 11]
Q????A?oB_L?@KCgDO?e?BOAD??	E	[12, 11, 11, 11]
Q????A?oB_L?@KCgDG?U?@oAS??	E	[12, 11, 11, 11]
Q????A?oB_L?@KCgBG@W?@oAB??	E	[12, 11, 11, 11]
Q????A?oB_L?@KCgBG@S?@oAD??	E	[12, 11, 11, 11]
Q????A?oB_L?@KCgAg@W?AoAB??	E	[12, 11, 11, 11]
Q????A?oB_L?@KCgCW?k?BOAH??	E	[12, 11, 11, 11]
Q????A?oB_L?@K@gEO?U?EOAD??	E	[12, 11, 11, 11]
Q????A?oB_L?@K@gCoCa?Ao?X??	E	[12, 11, 11, 11]
Q????A?oB_L?@K@gEG?e?AoAK??	E	[12, 11, 11, 11]
Q????A?oB_L?@K?wEO?k?BOAH??	E	[12, 11, 11, 11]
Q????A?oB_L?@K?wEO?[?EOAD??	E	[12, 11, 11, 11]
Q????A?oB_L?@K?wEO?e?BOAK??	E	[12, 11, 11, 11]
Q????A?oB_H_KCJ?@c?F?_o?R??	T2	-
Q????A?oB_H_KCI_@W?d?`O?D_?	E	[12, 11, 11, 11]
Q????A?oB_H_KCI_BCCE?@o?D_?	E	[12, 11, 11, 11]
Q????A?oB_H_KCI_@KCB?@o?U??	E	[12, 11, 11, 11]
Q????A?oB_H_ICE_AW@D?@WAD??	E	[12, 11, 11, 11]
Q????A?oB_H_ICE_AKCH?Go?F??	E	[12, 11, 11, 11]
Q????A?oB_H_ICE_AKCD?@o?d??	E	[12, 11, 11, 11]
Q????A?oB_H_ICE_AKCB?@o?e??	E	[12, 11, 11, 11]
Q????A?oB_H_GcM?BCCE?@o?D_?	E	[12, 11, 11, 11]
Q????A?oB_H_GcJ?@cCB?Co?R??	T2	-
Q????A?oB_H_GcJ?@c?b?_o?R??	E	[12, 11, 11, 11]
Q????A?oB_H_GcJ?@c?F?cO?R??	T2	-
Q????A?oB_H_GcJ?@KCB?Co?U??	E	[12, 11, 11, 11]
Q????A?oB_H_GcIO@g?J?c_?Q_?	E	[12, 11, 11, 11]
Q????A?oB_H_GcIOBCCH?@o?R??	E	[12, 11, 11, 11]
Q????A?oB_H_GcIO@cC`?Co?F??	E	[12, 11, 11, 11]
Q????A?oB_H_GcIO@SC`?DO?F??	E	[12, 11, 11, 11]
Q????A?oB_H_GcIO@SCH?DO?R??	E	[12, 11, 11, 11]
Q????A?oB_H_GcIO@SCB?D_?T??	E	[12, 11, 11, 11]
Q????A?oB_H_GKEGB_CE?@o?b??	T2	-
