graph6	class	class_sizes
S??????_E?M?[?GEP_?s?AW?EO?F??J??	T2	-
S??????_E?M?[?GEP_?s?AW?BO?L??J??	T2	-
S??????_E?M?[?GEP_?s?BC?B_?F??J??	T2	-
S??????_E?M?[?GEP_?s?AS?E_?F??J??	T2	-
S??????_E?M?Y?M?BA?K_@a?D_CB??F??	T2	-
S??????_E?M?Y?L?BO?Q_@S?Ag?L?CB??	E	[13, 13, 12, 12]
S??????_E?M?Y?L?PA?EOD_?I_?J??B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?[??q?Go?b??B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?[?AE?P_?B_?F??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?[??U?Go?b??F??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?Y?AS?@o?DO?d??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?Y?AE?P_?D_?F??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?M??w??w?R??o_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?M??s?@o?PO?p??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?J??[?HO?T??cO?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?J??q?HO?p??D_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?J??Y?BO?T??o_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?K_AE?P_?R??F??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?I_?k?I_?R??aO?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?I_?[?H_?T??cO?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?I_AE?P_?T??F??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?WOEO?Ao?B_?F??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?IOE_?B_?P_?B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?IOE_?Ao?R??B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?EOE_?H_?H_?B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?EOE_?Go?J??B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?EOAg?X??H_?B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?EOAg?W_?B_?I_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?EOAg?WO?J??B_?	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?GoEO?I_?B_?F??	E	[13, 13, 12, 12]
S??????_E?M?Y?H_Q_?CoAo?W_?B_?J??	E	[13, 13, 12, 12]
S??????_E?M?Y?KCP_?[?@S?@g?d??F??	E	[13, 13, 12, 12]
S??????_E?M?Y?KCP_?K_DO?@g?F??T??	E	[13, 13, 12, 12]
S??????_E?M?Y?KCP_?EOD_?I_?B_?J??	E	[13, 13, 12, 12]
S??????_E?M?Y?KCP_?EOCg?I_?I_?J??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?F??w?P_?w??WO?	T2	-
S??????_E?M?Y?`CCQ?F??w?D_?w??oO?	T2	-
S??????_E?M?Y?`CCQ?oODO?E_?R??F??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?cODO?K_?F??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?cO@o?K_?b??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?aOEO?K_?F??L??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?aODO?K_?F??T??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?aOBO?B_?L??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?aODG?M??F??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?IO@o?P_?T??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?IO@g?B_?q??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?IO@W?B_?s??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?EOCg?T??X??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?EOCg?S_?Y??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?EO?w?T??X??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?`CCQ?BO?w?T??[??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?DACo?M??sA?o?R??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?DACo?I_Ac?Q_?R?CB??	E	[13, 13, 12, 12]
S??????_E?M?Y?DACo?I_Ac?I_?b?CB??	E	[13, 13, 12, 12]
S??????_E?M?Y?DACo?I_?[A@_?T??s??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?e??k?HO?J?CP??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?M?CW?H_?D_CO_?	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?J?EO?HO?D_CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?J?CW?J??P_CC_?	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?g_aO?@o?F??T??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?g__o?@o?R??T??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?g__W?HO?F??T??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?g__W?BO?R??T??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?g_Ac?B_CB??R??	T2	-
S??????_E?M?Y?@aE_?I_aC?H_?d??F??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_Ac?I_?b?CB??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_Ac?H_?b?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_AS?W_?F?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_AK?J??b?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_AK?W_?F?CE??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_AK?Q_?F?CQ??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_AK?H_?d?CE??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_?k?P_?R?CS??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aE_?I_?[?Q_?T?CQ??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?w?Cg?H_?B_CC_?	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?w?ECAA_?B_?F??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?w?ECA@_?D_?F??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?k?EG?H_?B_CC_?	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?M?CS?Go?p?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?M??sA?o?p??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?M??s?OoCP??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?M??[?WO?p?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?EG?J??B_CC_?	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?EG?B_?Q_CC_?	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?EG?Go?E_CE??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?CW?I_?Q_CC_?	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?Cc?HO?R?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?Cc?Go?R?CE??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?CS?IO?R?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?CS?Go?U?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?h?CK?BOCS??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?L??w?@o?o_Co??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?L?Cc?HOCB??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?J?CS?IO?p?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?J??[AAO?p??s??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?J??[?QOCS??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_aC?Q_?R??F??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g__c?B_?p??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_Ac?H_?b?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_Ac?B_CB??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_AS?W_?F?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_AS?P_?T?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_AS?H_?d?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_?s?H_?p?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_AK?X??F?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_AK?J??b?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_?[?X??T?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_?[?J??p?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?g_?[?B_CS??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?K_cC?P_?T??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?K_EC?P_?R?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?K_CS?B_CP??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?K__K?Q_?R??q??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?K_?[?R?CP??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?K_?[?B_Co??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?I_EC?W_?F?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?I_EC?P_?T?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?I_Cc?I_CP??b??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?I_Cc?B_CP??p??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?I_CK?Y??R?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?I_CK?X??T?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H_cC?P_?T??U??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H_EC?X??F?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H__c?Q_?R??q??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H__c?B_?p??q??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H_CS?X??T?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H_CS?W_?U?CD??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H_CK?R?CS??R??	E	[13, 13, 12, 12]
S??????_E?M?Y?@aCg?H_?[?R?CS??p??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACg?CQ?Ao?F??J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACc??s?Cg?J??b??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACa?D_?Ao?BO?J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACa?Co?Ao?HO?J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACa?Cg?EO?BO?J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACa?Cg?Ao?IO?J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACa?@I?D_?F??c_?	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE?Cg?SO?BO?J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE?Cg?Oo?IO?J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE?Cc?Cg?J??b??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE??s?Og?h??J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE?CK?T??F??HO?	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE?CK?R??HO?J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE??k?SG?b??J??	E	[13, 13, 12, 12]
S??????_E?M?R?I_DACE??k?Og?i??J??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?w?CW?E_?B_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?w?DC?@o?F?CD??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?[?Cg?D_?B_C__?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?q?CS?Co?L?CD??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y?@g?P_?`_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y?CSA?o?L??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y?@SA?o?d??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y?@S?OoCD??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y?@S?AoC`??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y??sA?o?h??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y??[AOO?L??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y??[AAO?h??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?Y??[A?o?k??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?U??[A?o?h??k??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?DO?E_?B_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?DO?B_?H_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?DG?B_?I_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?CW?E_?I_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?CW?@o?K_CK??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?DC?BO?F?CH??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?Cc?DO?J?CD??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?Cc?DO?F?CH??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?Cc?@o?M?CH??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?p?CK?EOCI??F??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?X?DO?Q_?B_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?X?@o?Q_?B_C__?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?X?DG?R??B_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?X?DG?Oo?E_CE??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?X?DC?@o?F?Cc??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?X?@c?POC`??F??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?X?@c?@o?b?Cc??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?T?@c?POCB??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?T?@c?OoCB??i??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?T??k?SO?b?CI??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?T??k?DOCg??b??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R?CW?E_?g_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R?CW?Oo?K_CK??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R?@W?Q_?g_CC_?	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R?CS?EOCD??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R?CS?AoCK??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R??s?SO?h?CD??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R??s?Oo?k?CH??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R??[AOO?L??k??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R??[ACO?d??k??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?R??[AAO?h??k??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o_`C?Q_?J??F??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o__c?B_?h??J??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o_@c?B_CB??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o__S?Q_?J??L??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o_@S?B_CD??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o__K?Q_?J??M??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o_?k?E_CI??b??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?o_?[?Q_?L?CI??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_cC?E_?b??F??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W__c?B_?h??b??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_Cc?B_CB??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_Cc?B_?J?C`??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_CSA@_?L??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_CS?D_CD??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_CS?B_CD??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?s?D_C`??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W__K?T??F??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W__K?F??b??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?k?B_Ca??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?[AP??L??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?[?T?CD??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?[?F?C`??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?[A@_?k??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?[?D_Cc??d??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?W_?[?B_Cc??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?S_cC?P_?L??J??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?S_`C?Q_?J??b??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?S__S?P_?L??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?S__S?D_?d??h??	E	[13, 13, 12, 12]
S??????_E?M?R?GaDG?S__K?Q_?J??i??	E	[13, 13, 12, 12]
