a,b,c,L,exact,degenerate,nodes,secs,word
3,9,14,361,0,0,400000412,12.495,"0,3,0,9,0,3,0,14,0,3,0,9,3,0,3,14,3,9,3,0,9,0,14,0,3,0,14,0,9,14,0,3,14,3,9,3,0,9,0,14,0,3,9,14,9,3,9,0,9,3,9,14,3,0,3,9,0,3,0,14,0,3,0,9,0,14,9,0,9,3,0,14,3,9,14,9,0,14,9,14,3,0,14,0,9,0,3,0,14,0,9,14,3,14,0,3,14,3,9,14,0,9,3,9,14,0,14,3,14,9,3,9,0,9,14,9,0,9,3,0,14,0,3,9,3,0,14,3,14,9,14,0,9,0,3,0,14,0,3,0,9,3,0,3,14,9,0,9,3,9,14,9,3,9,0,3,14,3,0,3,9,0,14,3,14,9,14,0,9,0,3,9,0,9,14,9,3,9,14,9,0,14,9,14,3,14,9,14,0,14,3,0,9,0,14,3,14,9,14,3,0,3,9,3,14,9,14,0,9,14,9,3,9,0,3,0,14,0,9,3,14,3,9,3,0,9,0,14,0,3,0,14,0,9,14,0,14,3,14,9,14,0,9,14,9,3,9,0,9,14,0,3,0,14,9,14,0,14,3,9,3,0,14,3,14,9,14,0,14,9,14,3,9,14,9,0,9,14,9,3,9,0,3,9,3,14,9,14,0,14,3,9,14,3,0,3,9,14,9,0,3,0,14,0,9,3,14,3,0,14,3,14,9,14,0,14,9,14,3,9,14,9,0,9,3,9,0,9,14,0,3,0,14,0,9,0,14,3,9,14,9,0,14,3,0,14,0,9,0,14,0,3,0,9,3,0,3,14,0,9,0"
4,9,14,341,0,0,400000256,10.479,"0,4,0,9,0,4,0,14,0,4,0,9,4,0,4,14,4,0,4,9,4,14,9,0,9,4,14,9,14,0,9,0,4,0,9,0,14,0,4,14,0,14,9,14,0,14,4,14,9,4,0,9,4,9,14,4,14,0,14,9,4,0,9,0,14,0,9,4,0,4,14,4,0,4,9,4,0,14,0,9,4,9,0,14,9,14,4,9,4,0,4,9,4,14,4,0,9,14,9,4,14,9,14,0,14,9,14,4,9,4,0,14,9,14,4,14,0,9,0,14,0,4,9,4,0,14,4,14,9,4,9,0,4,14,4,9,0,4,0,14,0,4,0,9,0,14,9,14,4,0,4,9,14,4,14,0,14,9,14,0,14,4,0,14,0,9,0,14,0,4,0,9,4,0,4,14,0,9,0,14,4,0,14,9,14,4,9,4,0,9,0,14,0,4,0,9,4,0,4,14,4,0,4,9,4,14,9,4,9,0,4,14,0,14,9,14,0,4,0,9,0,14,9,4,14,4,0,4,9,0,4,0,14,0,9,0,14,0,4,14,9,4,0,4,14,0,14,9,14,4,14,9,14,0,9,4,14,4,9,4,0,14,0,4,9,0,14,9,14,4,9,0,4,9,4,14,4,9,4,0,4,14,0,4,0,9,0,14,0,4,14,4,9,14,0,14,9,14,4,9,4,0,9,4,9,14,4,9,4,0,9,0,14,9,0,9,4,14,9,14,0,14,9,14,4,14,9,0,4,9,4,14,9,14,0,9,0,4,9,0,9"
5,9,14,60,1,1,7707828,0.101,"0,14,5,0,9,14,9,5,14,5,0,5,14,9,14,5,14,9,0,9,5,0,5,14,5,0,9,0,5,0,9,14,9,0,9,14,5,14,9,14,0,9,0,5,14,5,0,5,14,9,14,5,14,0,5,0,9,14,5,9"
1,10,14,600,0,0,400000612,16.401,"0,1,0,10,0,1,0,14,0,1,0,10,1,0,1,14,1,0,1,10,1,14,10,0,10,1,0,1,14,0,1,0,10,0,14,0,10,0,1,10,0,10,14,1,0,1,10,0,10,14,10,0,10,1,10,14,0,14,10,14,0,1,0,10,0,14,0,10,0,1,10,1,14,0,10,0,1,0,14,0,1,0,10,1,14,1,0,10,1,10,14,10,0,10,1,0,10,0,14,0,1,0,14,0,10,14,1,10,14,0,10,0,1,0,10,14,10,1,10,0,10,1,10,14,1,14,0,14,10,1,10,14,10,0,14,0,1,0,14,0,10,0,14,1,10,14,10,0,10,14,10,1,10,0,1,0,14,0,1,0,10,1,0,1,14,1,10,1,0,10,14,10,1,14,10,14,0,14,1,0,1,10,14,10,0,14,0,1,0,10,14,10,0,10,1,0,1,14,10,1,14,0,14,10,1,10,14,10,0,10,14,10,1,14,0,14,1,14,10,14,1,0,14,0,10,14,0,14,1,14,10,14,1,14,0,1,10,1,0,1,14,0,10,0,14,1,14,0,14,10,1,10,0,10,14,0,1,14,1,10,1,0,10,1,10,14,10,0,10,14,10,1,14,0,14,1,14,10,14,1,0,10,1,0,1,14,0,10,14,1,0,14,0,10,0,14,0,1,0,10,1,0,1,14,1,10,1,0,10,0,14,0,1,14,1,10,14,0,14,10,14,1,10,1,0,10,14,10,0,1,0,10,0,1,14,1,0,10,1,10,14,1,10,1,0,1,14,1,0,1,10,0,1,0,14,0,1,0,10,0,14,10,0,10,1,0,1,14,1,0,1,10,0,1,0,14,10,0,10,1,10,0,10,14,10,0,1,14,1,10,1,0,10,0,14,0,10,1,14,10,14,0,14,10,14,1,14,0,1,0,10,14,0,1,14,1,10,1,0,1,14,0,1,0,10,0,14,10,0,10,1,0,14,0,1,0,10,0,1,14,10,14,0,14,10,1,10,0,10,14,0,14,1,14,0,14,10,14,1,10,14,10,0,10,1,10,0,10,14,0,1,10,14,1,10,1,0,14,10,0,14,0,1,10,1,0,1,14,0,14,10,14,1,10,14,10,0,14,0,1,0,10,0,14,10,1,10,0,1,0,14,0,1,0,10,1,0,1,14,1,10,1,0,10,0,14,1,10,14,10,0,10,14,1,0,1,10,0,1,14,0,14,10,14,0,1,14,1,10,14,10,0,10,14,10,1,14,10,14,0,1,10,1,0,1,14,0,10,14,10,1,10,0,10,14,0,10,0,1,0,14,0,1,0,10,1,14,1,10,1,0,10,0,14,10,1,10,14,0,14"
3,10,14,441,0,0,400000424,12.769,"0,3,0,10,0,3,0,14,0,3,0,10,3,0,3,14,3,0,3,10,3,14,10,0,10,3,0,3,14,0,3,0,10,0,14,0,10,0,3,10,0,14,3,10,14,3,14,0,10,0,14,0,3,14,3,10,3,0,3,10,3,14,10,0,3,10,14,3,14,0,3,10,0,14,10,14,3,14,10,14,0,14,3,0,14,0,10,0,3,0,10,0,14,10,0,3,10,3,14,10,14,0,10,0,3,0,14,0,3,0,10,3,0,3,14,3,0,3,10,3,14,10,0,10,3,0,3,14,0,14,10,0,10,3,14,10,14,0,14,3,0,14,0,10,0,3,0,10,0,14,10,3,14,3,0,3,10,3,14,10,3,10,0,10,14,10,3,14,10,14,0,14,3,14,10,3,10,0,10,14,3,14,0,3,14,3,10,14,0,14,3,0,3,10,0,3,0,14,0,10,0,14,0,3,14,0,14,10,14,3,14,10,14,0,10,14,10,3,0,3,14,10,14,0,10,14,10,3,10,14,10,0,10,3,0,3,14,10,0,3,14,0,14,10,14,0,14,3,14,10,3,14,3,0,10,0,3,0,14,10,14,3,14,10,0,10,3,10,14,10,3,10,0,3,0,14,10,0,3,10,3,14,3,0,3,10,0,3,0,14,0,3,0,10,0,14,10,14,3,14,10,0,10,14,10,0,3,0,14,3,0,3,10,3,14,10,3,10,0,10,14,10,3,14,0,3,14,10,14,3,0,14,0,10,14,0,14,3,10,3,14,0,3,0,10,0,3,14,0,14,10,0,14,0,3,0,10,0,3,0,14,3,0,3,10,3,14,10,3,10,0,3,0,14,3,0,3,10,0,3,0,14,3,14,10,14,0,3,0,14,0,10,14,10,3,14,10,14,0,3,14,3,10,3,0,10,3,10,14,0,3,14,10,14,0,3,0,10,3,0,3,14,3,0,3,10,3,14,10,3,10,0,3,0,14,3,0,3,10,3,0"
1,11,14,573,0,0,400000724,17.008,"0,1,0,11,0,1,0,14,0,1,0,11,1,0,1,14,1,0,1,11,1,14,11,0,11,1,0,1,14,0,1,0,11,0,14,11,0,11,1,0,1,14,11,14,1,0,14,0,11,0,14,0,1,0,14,11,14,1,14,0,14,1,14,11,1,11,0,1,0,14,0,1,0,11,0,14,11,0,11,1,0,1,14,1,11,14,0,11,1,11,14,1,14,0,14,1,14,11,14,0,11,1,11,14,0,11,0,1,11,0,11,14,1,14,11,14,1,0,11,1,11,14,1,0,11,0,1,0,14,0,1,0,11,1,14,1,11,1,0,1,11,14,1,14,0,14,1,14,11,14,0,1,0,11,14,11,0,1,11,1,14,1,11,0,1,0,14,1,14,11,1,0,11,0,14,0,1,0,11,1,0,1,14,1,0,1,11,0,11,14,1,0,1,11,1,14,1,11,1,0,11,14,11,0,11,1,0,1,14,1,0,11,0,1,0,14,11,14,0,1,14,1,11,14,11,0,11,1,11,14,1,11,1,0,1,14,1,11,14,0,11,0,1,11,14,1,14,0,14,1,14,11,14,0,11,14,11,1,11,14,11,0,11,1,0,14,1,11,1,0,11,0,14,0,1,14,11,14,0,11,14,11,1,14,1,0,14,1,14,11,14,0,14,11,14,1,11,14,11,0,1,0,14,11,14,1,11,14,11,0,11,14,11,1,11,0,1,0,14,1,14,11,1,11,0,11,14,11,1,14,11,14,0,14,1,14,11,1,14,1,0,1,11,0,1,0,14,0,11,0,14,0,1,14,11,0,1,11,0,11,14,0,1,14,11,14,1,0,1,11,1,14,11,0,11,14,11,1,11,14,0,11,0,1,0,14,0,1,0,11,1,11,14,0,1,0,11,1,0,1,14,1,0,1,11,1,14,11,1,11,0,14,1,0,11,1,0,14,1,14,11,14,1,0,14,0,11,0,14,1,0,1,11,0,11,14,11,1,11,14,11,0,14,1,0,14,11,0,1,11,1,14,1,0,1,14,1,11,14,1,14,0,14,11,14,1,11,14,11,0,11,14,11,1,11,0,1,0,14,1,14,11,14,0,1,0,14,0,11,14,11,1,11,0,14,0,11,0,1,11,1,14,1,11,0,1,0,14,1,0,1,11,1,14,1,11,1,0,11,0,14,0,11,0,1,0,14,1,14,11,14,1,14,0,14,11,1,11,14,11,0,1,14,0,14,11,0,1,11,1,14,1,0,1,11,0,14,0,11,0,1,11,1,14,1,11,0,11,1,11,14,0,14"
2,11,14,481,0,0,400000616,15.173,"0,2,0,11,0,2,0,14,0,2,0,11,2,0,2,14,2,0,2,11,2,14,11,0,11,2,0,2,14,0,2,0,11,0,14,0,11,0,2,11,0,11,14,2,0,2,14,2,11,14,11,0,2,0,11,14,0,14,2,14,0,11,2,0,11,0,14,0,11,0,2,0,14,2,0,2,11,2,0,2,14,0,14,11,14,2,11,2,0,11,2,11,14,11,0,11,14,11,2,14,0,2,11,0,11,14,0,2,14,0,11,14,2,0,2,14,2,11,2,14,0,11,0,2,0,11,14,2,14,11,14,0,14,11,2,14,11,0,11,14,11,2,11,14,0,2,14,11,2,14,2,0,2,14,2,11,14,11,0,11,2,11,0,11,14,0,11,2,0,2,14,0,2,11,14,11,0,11,14,2,14,0,2,14,2,11,2,14,2,0,2,11,0,2,0,14,2,14,11,0,14,0,2,0,11,0,2,0,14,2,0,11,14,2,11,2,0,2,11,14,0,14,2,14,11,0,11,2,11,0,14,0,11,0,2,14,2,0,11,2,11,14,2,11,2,0,2,14,2,0,2,11,0,2,0,14,11,14,2,0,2,11,0,2,0,14,0,2,0,11,0,14,11,0,11,2,0,2,14,2,0,2,11,2,14,0,11,0,2,11,0,11,14,11,2,11,14,11,0,14,2,0,11,2,11,14,2,11,2,0,2,14,2,0,2,11,0,2,0,14,11,0,14,2,14,0,11,0,2,11,0,11,14,11,2,11,0,2,14,2,11,14,11,0,11,14,11,2,14,11,14,0,14,2,14,11,2,11,0,2,14,2,11,0,2,0,14,2,0,2,11,14,11,0,11,2,11,0,11,14,0,14,2,0,14,0,11,0,2,11,2,14,2,0,2,11,0,2,0,14,0,2,0,11,2,11,14,0,2,0,14,0,11,0,14,0,2,14,11,14,2,14,0,2,0,11,0,2,14,2,0,2,11,0,11,14,11,0,11,2,11,0,14,0,2,14,0,14,11,2,14,11,0,11,2,11,14,2,0,2,14,2,11,14,0,2,0,11,0,2,14,2,11,2,14,0,14,2,14,11,14"
3,11,14,60,1,1,7707828,0.102,"0,14,3,0,11,14,11,3,14,3,0,3,14,11,14,3,14,11,0,11,3,0,3,14,3,0,11,0,3,0,11,14,11,0,11,14,3,14,11,14,0,11,0,3,14,3,0,3,14,11,14,3,14,0,3,0,11,14,3,11"
1,12,14,503,0,0,400000660,15.860,"0,1,0,12,0,1,0,14,0,1,0,12,1,0,1,14,1,0,1,12,1,14,12,0,12,1,0,1,14,0,14,12,14,0,14,1,0,14,0,12,0,1,12,1,14,12,0,12,1,0,12,0,14,0,1,0,12,1,0,1,14,1,0,1,12,0,12,14,0,1,0,12,14,0,14,1,14,0,14,12,14,1,12,0,12,1,12,14,12,1,0,12,0,14,0,12,1,0,1,14,1,0,1,12,1,14,0,14,12,14,1,14,12,14,0,12,1,12,14,1,14,0,1,0,12,0,14,1,14,0,12,14,12,1,12,14,0,12,0,1,12,0,12,14,12,1,12,14,12,0,14,1,14,12,1,12,0,1,12,1,14,0,14,1,12,14,12,0,14,12,14,1,14,0,14,1,14,12,1,0,1,14,0,1,0,12,1,12,14,12,0,12,1,12,14,1,14,0,14,12,14,1,14,0,1,12,1,14,12,1,12,0,1,0,14,1,0,1,12,0,1,0,14,12,0,12,1,12,0,12,14,12,1,0,14,0,12,0,1,14,12,1,14,1,0,1,14,1,12,14,12,0,12,1,0,12,0,14,0,12,0,1,0,14,1,0,1,12,1,0,1,14,0,14,12,0,1,14,1,0,1,12,1,0,14,1,14,12,14,1,14,0,14,1,12,1,0,12,0,14,0,1,0,12,1,0,1,14,1,0,1,12,0,12,14,12,0,12,1,0,12,0,14,1,14,12,14,0,14,12,14,1,12,0,12,1,12,14,1,0,14,0,12,0,1,0,14,1,0,1,12,14,1,14,0,14,1,14,12,14,0,1,12,1,14,12,14,0,14,12,14,1,12,14,12,0,12,1,0,12,0,14,0,1,14,12,1,14,0,1,12,0,12,14,12,1,14,0,14,12,1,14,1,0,1,12,1,0,1,14,0,14,12,0,12,1,12,0,12,14,0,12,0,1,0,14,0,1,0,12,1,0,1,14,1,0,1,12,1,14,12,14,0,1,14,1,12,1,0,1,14,0,1,0,12,0,14,0,12,0,1,12,14,0,14,1,14,12,14,1,14,0,1,12,1,14,12,14,0,14,12,14,1,12,14,0,12,0,1,0,12,0,14,0,12,1,14,12,14,0,12,0,1"
1,13,14,60,1,1,7707828,0.100,"0,14,1,0,13,14,13,1,14,1,0,1,14,13,14,1,14,13,0,13,1,0,1,14,1,0,13,0,1,0,13,14,13,0,13,14,1,14,13,14,0,13,0,1,14,1,0,1,14,13,14,1,14,0,1,0,13,14,1,13"
1,2,15,378,0,0,400000396,11.067,"0,1,0,2,0,1,0,15,0,1,0,2,1,0,1,15,2,0,2,1,0,2,15,0,15,1,0,2,1,2,15,1,2,1,0,15,1,15,2,15,0,15,1,0,1,2,0,1,0,15,0,2,0,15,0,1,15,0,15,2,15,1,15,2,15,0,2,0,1,15,2,15,0,2,15,2,1,2,15,2,0,2,1,0,15,0,1,2,1,15,2,15,0,15,1,0,15,0,2,0,15,0,1,0,2,1,2,15,2,1,0,15,0,1,0,2,0,1,0,15,1,2,1,0,2,1,2,15,2,1,2,0,1,0,15,0,2,15,0,15,1,2,0,1,2,1,15,0,15,2,15,1,2,1,0,2,1,2,15,2,0,2,15,2,1,15,2,15,0,15,1,15,2,1,2,0,1,0,15,1,15,2,15,1,15,0,15,2,0,15,0,1,0,15,0,2,0,1,2,15,1,2,0,1,15,0,15,2,15,1,2,15,2,0,2,15,2,1,2,0,1,0,15,0,2,0,1,2,15,2,1,0,1,15,2,15,0,15,1,0,1,2,0,1,0,15,0,2,0,15,0,1,15,0,15,2,15,1,15,0,1,0,2,1,2,15,0,2,15,1,15,2,0,15,0,1,15,0,15,2,15,1,15,2,15,0,2,15,2,1,2,15,2,0,2,1,0,15,0,2,15,2,1,15,2,15,0,15,1,0,15,0,2,15,1,2,0,1,0,15,0,1,0,2,0,15,2,0,2,1,2,0,2,15,0,15,1,15,0,15,2,15,1,2,15,2,0,2,15,2,1,2,0,1,2,1,15,2,15,0,15,1,0,1,2,15,1,0,2,0,15,0,1,2,1,0,1,2"
1,3,15,431,0,0,400000556,13.371,"0,1,0,3,0,1,0,15,0,1,0,3,1,0,1,15,1,3,1,0,3,0,15,0,1,0,15,0,3,15,0,1,15,1,3,1,0,3,0,15,0,1,3,15,3,1,3,0,3,1,3,15,1,0,1,3,0,1,0,15,0,1,0,3,0,15,3,1,3,0,15,0,1,15,0,15,3,15,0,15,1,15,3,1,0,1,3,1,15,3,0,3,15,1,3,15,0,3,0,1,0,3,0,15,0,1,3,15,3,0,15,3,15,1,15,0,1,0,3,0,15,0,1,15,0,15,3,15,0,15,1,15,3,1,0,1,15,3,15,0,3,15,3,1,3,0,1,15,1,3,0,1,0,15,0,3,15,1,15,3,15,0,15,3,1,15,1,0,1,3,1,15,3,1,3,0,3,15,3,1,15,1,0,1,3,0,15,3,0,3,1,0,1,15,0,1,0,3,1,0,1,15,0,15,3,15,0,1,15,1,3,15,3,0,3,1,0,15,1,0,1,3,0,3,15,0,3,0,1,0,15,0,1,0,3,1,0,1,15,1,3,1,0,3,1,3,15,3,0,3,1,0,3,0,15,0,1,0,3,1,15,1,3,0,3,15,3,1,15,1,0,15,0,3,0,1,0,15,1,0,1,3,15,1,15,0,15,1,15,3,15,0,3,1,0,1,15,1,3,1,0,3,1,3,15,3,1,3,0,3,15,0,1,0,15,3,15,1,0,1,3,1,15,3,0,15,3,15,1,15,3,15,0,15,1,0,15,0,3,15,3,1,15,1,0,1,15,3,0,15,0,1,0,15,0,3,0,1,3,0,3,15,1,15,0,1,0,3,15,1,0,3,1,3,15,3,1,3,0,3,15,0,3,0,1,0,15,0,3,15,0,15,1,15,3,15,0,3,1,3,0,3,15,0,15,1,0,1,3,1,0,1,15,0,1,0,3,0,15,0,1,15,1,3,0,1,3,15,3,0,3"
2,3,15,414,0,0,400000552,13.599,"0,2,0,3,0,2,0,15,0,2,0,3,2,0,2,15,2,0,2,3,2,15,3,0,3,2,0,2,15,0,2,0,3,15,0,15,2,15,0,15,3,15,0,2,3,0,3,15,0,2,3,2,15,2,0,3,15,3,2,3,0,3,2,3,15,2,0,2,3,0,2,0,15,0,2,0,3,0,15,3,0,3,2,0,15,2,15,3,15,0,2,0,15,0,2,3,2,0,2,3,15,3,0,15,3,2,15,2,0,15,2,15,3,15,0,3,15,3,2,0,3,0,15,0,2,0,15,0,3,15,0,15,2,15,0,15,3,15,2,3,15,3,0,2,15,0,15,3,0,15,2,3,2,15,2,0,3,0,15,0,2,3,15,3,0,3,2,3,0,3,15,0,2,3,0,15,3,15,2,15,3,15,0,15,2,0,15,0,3,0,15,0,2,0,3,2,0,2,15,2,3,2,0,3,0,15,2,3,0,15,3,15,2,3,15,0,2,0,3,2,3,15,3,2,3,0,2,3,2,15,2,0,2,3,0,2,0,15,0,3,0,2,3,0,3,15,3,2,3,0,2,15,2,0,3,0,2,0,15,3,15,2,0,15,0,3,0,2,0,3,0,15,3,0,2,3,2,15,3,15,0,3,0,2,0,15,3,15,0,15,2,15,0,15,3,0,2,3,0,15,3,15,2,3,15,3,0,3,2,3,0,3,15,0,3,0,2,0,3,0,15,0,2,15,0,15,3,0,3,2,3,0,3,15,3,0,2,15,0,15,3,15,0,2,15,2,3,2,0,3,0,15,0,2,0,15,0,3,15,0,15,2,15,0,15,3,15,2,3,15,3,0,15,0,2,0,15,3,0,3,2,3,0,3,15,3,2,15,3,15,0,3,0,2,15,0,15,3,15,0,15,2,15,3,2,15,2,0,3,15,3,0,3,15"
1,4,15,552,0,0,400000696,14.955,"0,1,0,4,0,1,0,15,0,1,0,4,1,0,1,15,1,0,1,4,1,15,4,0,4,1,0,1,15,0,1,0,4,0,15,0,4,0,1,4,0,15,1,4,15,1,15,0,1,15,4,0,1,4,0,4,15,4,0,4,1,0,1,15,1,0,1,4,1,15,4,1,4,0,1,0,15,1,15,4,15,0,15,4,15,1,4,0,4,1,4,15,1,0,4,0,1,0,15,0,1,0,4,1,4,15,4,0,15,4,15,1,15,4,15,0,15,1,0,15,0,4,15,1,4,1,0,1,15,1,4,15,0,15,4,15,1,4,1,0,4,0,15,1,4,0,1,4,1,15,1,4,0,1,0,15,0,1,0,4,0,15,4,0,4,1,4,15,4,1,4,0,1,15,1,0,1,4,1,0,15,1,15,4,15,0,15,4,15,1,4,0,1,15,4,1,0,4,0,15,0,1,0,15,0,4,15,0,15,1,15,0,15,4,15,1,4,15,4,0,15,1,0,15,4,0,1,15,1,4,15,1,15,0,15,1,15,4,15,0,4,15,4,1,4,15,4,0,4,1,0,1,15,0,4,1,15,4,15,0,15,4,15,1,15,0,1,15,1,4,1,15,1,0,1,4,0,1,0,15,1,15,4,0,1,4,15,4,0,15,0,1,4,0,15,1,15,4,15,1,0,1,4,15,1,4,0,4,15,0,4,0,1,4,0,4,15,1,4,1,0,1,15,1,0,1,4,0,1,0,15,4,1,4,0,1,0,15,0,1,0,4,0,15,4,0,4,1,4,15,1,0,15,4,15,0,1,0,15,4,0,1,4,1,15,1,0,1,4,0,1,0,15,0,1,0,4,1,4,15,0,1,15,0,15,4,15,0,1,15,1,4,1,15,1,0,1,15,4,15,0,1,0,4,1,4,15,4,1,0,4,0,15,0,1,0,4,1,4,15,0,15,4,1,15,1,0,15,1,15,4,15,0,15,4,15,1,4,15,0,4,0,1,4,1,15,4,15,0,15,1,15,4,1,15,1,0,1,15,1,4,1,0,4,15,0,1,0,4,1,4,15,4,0,4,1,0,4,0,15,0,4,0,1,0,15,1,4,1,0,15,0,4,0,15,1,15,4,15,0,4,0,1,4,1,15,1,4,0,1,0,15,0,4,0,1,0,15,1,15,4,15,1,15,0,15,4,0,15,0,1,0,4,0,1,0,15,1,4,0,4,15,4,1,15,0,1,0,4,1,15,0"
2,4,15,371,0,0,400000328,10.959,"0,2,0,4,0,2,0,15,0,2,0,4,2,0,2,15,4,0,4,2,0,4,15,0,15,2,0,4,2,4,15,2,4,2,0,15,2,15,4,15,0,15,2,0,2,4,0,2,0,15,0,4,0,15,0,2,15,0,15,4,15,2,15,4,15,0,4,0,2,15,0,4,15,4,2,4,15,4,0,4,2,0,4,0,15,0,2,15,4,15,2,15,0,2,4,15,0,4,15,4,2,0,15,0,2,0,4,0,2,0,15,2,4,2,0,4,2,4,15,4,2,4,0,2,0,15,0,2,4,15,4,0,15,4,15,2,15,0,2,4,0,4,15,4,2,4,15,4,0,15,4,15,2,15,4,15,0,15,2,0,15,0,4,15,4,2,15,4,15,0,4,15,4,2,0,4,0,15,0,2,0,4,2,15,4,15,0,15,2,15,0,15,4,0,15,0,2,0,4,0,2,0,15,2,0,4,2,4,15,4,0,15,4,15,2,4,0,2,0,15,0,4,0,15,0,2,15,0,15,4,15,2,15,4,15,0,4,15,4,2,4,0,2,15,2,4,15,2,15,0,2,0,4,2,15,2,0,4,2,4,15,4,2,4,0,4,2,15,0,2,4,0,2,0,15,0,2,0,4,2,4,15,4,0,2,0,4,0,15,4,15,2,15,0,4,15,0,2,0,15,4,0,4,2,0,4,0,15,0,2,0,15,0,4,15,0,15,2,15,0,15,4,15,2,4,0,4,15,2,15,0,2,0,4,0,2,15,2,0,2,4,0,4,15,2,4,2,0,4,2,4,15,0,15,2,0,15,0,4,15,2,15,4,0,4,2,15,4,0,2,0"
3,4,15,547,0,0,400000672,16.508,"0,3,0,4,0,3,0,15,0,3,0,4,3,0,3,15,3,0,3,4,3,15,4,0,4,3,0,3,15,0,3,0,4,0,15,0,4,0,3,4,0,15,3,4,15,3,15,0,4,0,15,0,3,4,3,15,3,0,3,15,3,4,15,0,4,15,4,3,4,15,4,0,4,3,0,3,15,0,3,0,4,0,15,0,4,0,3,4,0,4,15,3,15,4,15,0,15,4,15,3,4,3,0,3,15,4,15,0,15,3,15,0,15,4,0,3,0,4,15,4,0,3,4,3,15,3,0,3,15,3,4,15,3,0,15,0,4,15,0,15,3,15,4,3,15,3,0,4,3,4,15,4,0,4,15,4,3,15,4,15,0,15,4,15,3,15,0,3,15,3,4,15,0,15,4,15,3,15,4,0,15,0,3,0,4,3,0,3,15,3,4,3,15,3,0,15,3,15,4,15,0,15,4,15,3,4,15,0,3,0,15,0,4,3,15,4,15,0,4,3,15,3,4,3,0,4,3,15,0,4,3,0,4,0,15,0,4,0,3,0,15,3,4,3,0,4,0,15,4,15,3,15,4,15,0,15,3,0,4,3,0,3,15,3,0,3,4,0,4,15,4,0,3,4,3,15,4,3,4,0,4,15,4,0,4,3,0,3,15,3,0,3,4,0,3,0,15,0,4,0,3,4,0,4,15,4,0,4,3,4,15,3,4,3,0,4,15,0,4,0,3,15,4,15,3,15,0,3,4,0,3,0,15,0,3,0,4,0,15,4,0,4,3,0,15,3,4,15,4,0,4,3,15,3,0,3,4,15,0,15,4,15,3,15,4,0,15,0,3,0,15,4,0,4,3,0,3,15,3,0,3,4,3,15,0,4,15,4,3,15,3,0,15,3,15,4,15,0,15,4,15,3,4,15,0,3,0,15,0,3,4,3,15,3,4,0,4,15,3,15,4,0,15,3,0,15,0,4,0,15,0,3,0,4,3,15,3,0,4,0,15,4,15,3,4,3,0,3,15,3,0,3,4,0,3,0,15,0,3,0,4,0,15,4,0,4,3,0,3,15,3,4,3,0,4,15,4,0,3,0,15,4,15,3,4,15,4,0,3,0,15,0,4,0,15,0,3,15,3,4,3,0,3,15,3,4,15,0,15,4,15,3,4,15,0,3,0,15,0,4,15,3,15,4,0,4,3,4,15,0,3,0,4,0,15,0,4,0,3,4,15,0,3,4,3,0,3"
1,5,15,460,0,0,400000576,14.612,"0,1,0,5,0,1,0,15,0,1,0,5,1,0,1,15,1,0,1,5,1,15,5,0,5,1,0,1,15,0,1,0,5,0,15,0,5,0,1,5,0,5,15,1,0,1,15,1,5,1,15,1,0,15,5,15,0,1,0,5,0,15,5,1,5,15,5,0,15,0,1,0,5,0,1,0,15,1,0,1,5,15,5,0,15,0,1,15,0,15,5,15,1,15,5,15,0,5,0,1,5,15,1,0,1,15,5,15,1,0,15,0,5,0,1,0,5,0,15,5,15,1,5,1,0,1,5,1,15,1,0,15,1,15,5,0,5,1,15,1,0,5,0,15,0,1,15,5,15,1,15,0,15,1,5,15,5,0,15,5,15,1,15,0,15,1,15,5,1,15,1,0,1,5,1,15,5,0,15,1,0,15,5,0,1,5,0,5,15,5,0,5,1,5,15,1,0,1,5,15,5,0,15,5,15,1,15,0,15,1,15,5,1,15,1,0,1,5,1,0,1,15,0,1,0,5,15,1,5,0,1,5,1,15,0,15,1,15,5,0,1,5,0,5,15,5,0,5,1,0,1,15,1,0,1,5,0,1,0,15,0,5,0,1,5,0,5,15,5,0,5,1,5,15,1,5,1,0,5,15,0,1,5,0,15,5,15,1,15,0,1,5,1,0,1,15,1,0,5,1,5,15,5,1,5,0,5,1,15,0,1,0,5,0,1,0,15,0,5,15,5,1,15,1,0,5,15,0,15,1,15,0,15,5,15,1,5,1,0,15,0,5,15,5,1,5,0,1,5,1,15,1,0,1,15,1,5,15,1,15,0,15,1,15,5,15,0,5,15,5,1,0,15,1,15,5,15,1,0,15,0,5,0,15,0,1,0,5,15,5,1,15,1,0,15,1,15,5,15,0,15,5,15,1,5,0,5,15,1,5,1,0,1,15,1,0,1,5,0,1,0,15,0,5,0,15,0,1,15,0,5,15,1,0,1,5,0,5,15,1,15,5,0,15,0,1,0,5,15,1,15,5,15,0,15,5,15,1,5,1"
