a,b,c,L,exact,degenerate,nodes,secs,word
4,5,11,257,0,0,400000208,8.890,"0,4,0,5,0,4,0,11,0,4,0,5,4,0,4,11,4,0,4,5,4,11,5,0,5,4,0,4,11,0,4,0,5,0,11,0,5,0,4,5,4,11,5,11,0,4,11,5,4,5,0,4,5,4,11,4,0,11,5,11,0,11,4,11,0,5,11,5,4,11,5,11,0,11,4,11,0,11,5,0,11,0,4,0,5,4,11,5,11,0,11,4,5,11,4,0,4,5,0,4,0,11,0,5,0,4,5,11,5,0,11,5,11,4,11,5,11,0,11,4,0,4,5,4,0,4,11,4,5,0,5,4,5,0,11,0,4,0,11,5,11,4,0,4,5,0,4,0,11,0,4,0,5,0,11,5,0,5,4,0,11,0,4,0,5,0,4,11,0,11,5,11,4,11,0,4,5,4,11,5,4,5,0,4,0,11,0,4,0,5,0,11,5,4,11,5,11,0,11,5,11,4,11,0,4,11,4,5,4,0,5,11,0,11,4,0,11,0,5,0,4,0,5,0,11,5,4,11,4,0,4,11,4,5,4,0,5,4,5,11,0,4,0,11,0,5,11,4,11,5,11,0,5,11,4,0,5"
1,6,11,283,0,0,400000300,9.869,"0,1,0,6,0,1,0,11,0,1,0,6,1,0,1,11,1,0,1,6,1,11,6,0,6,1,11,6,11,0,6,0,1,0,6,0,11,0,1,11,0,11,6,11,1,6,11,6,0,11,1,0,1,6,1,11,6,1,6,0,11,6,11,1,11,6,11,0,11,6,1,0,1,11,0,11,6,11,0,11,1,0,11,0,6,0,1,0,6,0,11,6,0,1,11,6,1,6,0,1,6,11,0,11,6,11,1,11,6,0,1,6,1,11,1,6,0,1,0,11,0,1,6,11,6,0,11,0,1,0,6,0,1,0,11,1,0,1,6,11,6,0,1,0,11,1,0,1,6,1,11,1,6,1,0,6,1,11,6,11,0,11,1,6,1,0,11,1,0,6,0,11,0,1,11,6,11,1,11,0,11,1,6,0,1,6,1,11,6,0,11,6,11,1,11,6,11,0,11,1,0,11,0,6,1,6,11,0,11,1,0,11,0,6,0,1,0,11,1,0,1,6,1,11,1,0,11,0,6,0,1,11,1,6,11,1,11,0,1,6,1,11,6,11,0,11,6,11,1,11,0,6,1,6,11,1,6,0,1,0,11,0,6,11,0,11,1,11,0,11,6,11,1,6,1,0,6,0,11,6,11,1,11"
2,6,11,272,0,0,400000140,9.494,"0,2,0,6,0,2,0,11,0,2,0,6,2,0,2,11,2,6,2,0,6,0,11,0,2,0,11,0,6,11,0,2,11,2,6,2,0,6,11,0,11,2,0,6,2,6,11,6,0,11,6,11,2,0,6,0,11,0,2,0,11,0,6,11,2,11,6,11,0,11,6,2,11,2,0,11,2,11,6,11,0,11,6,11,2,6,11,6,0,2,6,2,11,2,0,11,2,11,6,11,2,11,0,11,6,0,11,0,2,6,0,2,11,2,6,11,6,0,6,2,6,11,2,0,2,6,0,2,0,11,2,11,6,11,2,11,0,11,6,0,11,0,2,0,6,2,6,11,2,0,2,6,0,2,0,11,0,2,0,6,0,11,6,0,6,2,0,11,0,2,6,2,11,0,11,6,11,2,6,0,2,0,11,2,0,2,6,2,11,6,2,6,0,6,11,6,2,11,0,2,6,2,11,6,11,0,11,6,11,2,11,6,0,2,6,2,11,2,6,2,0,2,11,0,11,6,2,11,0,2,0,6,0,11,0,2,0,6,2,11,2,6,0,6,11,0,6,0,2,11,2,6,11,2,11,0,11,6,0,11,0,2,0,6,2,0,2,11,2,0,2,6"
3,6,11,260,0,0,400000268,9.154,"0,3,0,6,0,3,0,11,0,3,0,6,3,0,3,11,6,0,6,3,0,6,11,0,11,3,0,6,11,6,3,11,6,11,0,11,3,11,0,11,6,0,11,0,3,0,6,3,11,3,0,11,3,11,6,3,0,6,3,11,3,6,0,3,0,11,0,3,0,6,0,3,11,3,6,0,6,3,6,11,6,3,6,0,3,0,11,6,3,0,11,3,11,6,11,3,11,0,11,6,0,11,0,3,0,11,0,6,0,3,6,3,11,6,3,0,6,0,11,6,11,3,11,6,0,11,0,3,11,0,11,6,11,3,11,6,11,0,6,11,6,3,0,3,11,6,11,0,6,11,6,3,6,11,6,0,6,3,0,6,0,11,3,11,0,11,6,3,6,0,11,6,11,3,11,6,11,0,11,3,6,0,3,0,11,0,3,0,6,0,11,6,0,6,3,6,11,6,3,6,0,3,6,11,0,3,6,0,3,0,11,0,3,0,6,0,11,6,3,6,0,11,6,11,3,11,0,11,6,0,11,0,3,0,6,0,3,0,11,3,0,6,3,6,11,3,11,0,3,0,6,0,3,11,3,0,3,6,0,3"
4,6,11,241,0,0,400000284,8.995,"0,4,0,6,0,4,0,11,0,4,0,6,4,0,4,11,4,0,4,6,4,11,6,0,6,4,0,4,11,0,4,0,6,11,0,11,4,11,6,4,11,4,0,6,11,0,4,0,6,4,6,11,6,0,6,11,6,4,11,6,11,0,4,0,6,11,6,4,11,6,11,0,11,6,11,4,11,0,4,11,4,6,11,0,11,6,11,4,11,6,0,11,0,4,0,6,11,6,0,6,4,0,4,11,4,0,6,0,4,0,11,4,11,6,11,4,0,11,0,6,0,11,0,4,0,11,6,11,4,0,4,6,0,4,0,11,0,4,0,6,0,11,6,0,6,4,6,0,6,11,6,4,11,0,4,0,6,0,11,0,4,11,6,11,0,4,11,4,6,11,6,0,11,4,0,4,6,0,4,0,11,6,0,6,4,6,11,6,4,6,0,4,11,4,0,4,6,0,11,6,4,11,6,11,0,11,6,11,4,11,0,4,11,4,6,11,0,11,6,11,4,6,4,0,4,6,4,11,6,4,6,0,11,0,6,0,11,4,6,11,6"
5,6,11,60,1,1,7707668,0.124,"0,11,5,0,6,11,6,5,11,5,0,5,11,6,11,5,11,6,0,6,5,0,5,11,5,0,6,0,5,0,6,11,6,0,6,11,5,11,6,11,0,6,0,5,11,5,0,5,11,6,11,5,11,0,5,0,6,11,5,6"
1,7,11,400,0,0,400000344,10.804,"0,1,0,7,0,1,0,11,0,1,0,7,1,0,1,11,1,0,1,7,1,11,7,0,7,1,0,1,11,0,1,0,7,0,11,7,1,7,0,11,0,1,11,0,11,7,1,7,0,11,7,11,1,11,0,1,11,1,7,1,0,7,1,7,11,7,0,11,7,11,1,11,7,11,0,11,1,0,7,0,11,7,11,1,7,11,7,0,1,7,0,11,0,7,0,1,0,7,11,1,7,0,1,7,11,1,11,0,11,7,0,11,0,1,0,7,1,0,1,11,0,11,7,1,11,1,0,1,7,1,0,1,11,0,1,0,7,0,1,0,11,0,7,11,0,11,1,0,7,0,1,11,0,1,7,1,11,1,0,11,0,7,0,11,1,11,0,11,7,1,7,11,0,7,0,1,0,7,0,11,0,1,11,7,1,0,1,7,11,7,1,7,0,11,0,7,0,11,1,11,7,11,0,11,7,11,1,7,1,0,1,11,1,7,1,0,7,11,7,1,11,7,11,0,7,1,0,11,1,11,7,11,0,11,7,11,1,7,11,7,0,7,11,7,1,7,0,1,0,11,7,1,7,11,7,1,0,1,11,1,7,11,0,11,7,11,1,11,7,0,11,0,1,0,7,1,11,7,11,0,7,11,7,1,0,7,0,11,0,1,0,7,1,7,11,7,1,7,0,1,7,11,1,0,7,0,1,0,11,0,1,0,7,1,7,11,1,7,1,0,11,1,11,7,11,0,11,1,0,11,0,7,0,1,7,11,1,0,1,7,0,7,11,7,1,11,7,11,0,11,7,11,1,11,0,1,11,1,7,11,0,11,7,11,1,11,7,0,11,0,1,0,7,1,0,1,11,7,11,0,1,11,1,7,1,0,7,1,7,11,1,11,0,7,11,7,1,11,7,11"
2,7,11,332,0,0,400000304,10.676,"0,2,0,7,0,2,0,11,0,2,0,7,2,0,2,11,2,0,2,7,2,11,7,0,7,2,0,2,11,0,11,7,11,0,11,2,0,11,0,7,0,2,7,2,11,7,0,7,2,0,7,0,11,0,2,0,7,2,0,2,11,2,7,2,0,7,11,0,2,11,2,7,11,2,11,0,7,11,7,2,7,11,7,0,7,2,0,11,0,7,11,0,11,2,0,11,0,7,2,7,11,0,11,7,2,11,2,0,11,2,11,7,11,0,11,7,11,2,7,11,7,0,7,11,7,2,7,0,2,7,2,11,7,11,0,11,7,11,2,11,0,2,11,2,7,0,2,7,11,7,2,0,7,0,11,0,7,2,0,2,11,2,0,2,7,2,11,0,11,7,11,2,7,2,0,7,2,7,11,7,0,11,2,0,2,7,0,7,11,0,7,0,2,0,11,0,2,0,7,2,0,2,11,2,0,2,7,2,11,7,0,11,0,2,0,7,2,11,7,0,7,2,0,2,11,2,7,2,11,2,0,11,7,2,7,11,7,0,7,11,2,7,2,0,2,11,2,7,11,2,11,0,11,7,11,2,7,11,7,0,7,11,7,2,11,2,0,7,11,0,7,0,2,11,7,0,2,7,2,11,7,11,0,11,2,11,7,2,11,2,0,2,7,2,11,7,0,7,2,0,2,11,2,0,2,7,2,11,0,7,0,11,0,7,2,7,11,7,0,7,11,7,2,11,2,0,7,2,7,11,7,2"
3,7,11,290,0,0,400000220,9.401,"0,3,0,7,0,3,0,11,0,3,0,7,3,0,3,11,3,0,3,7,3,11,7,0,7,3,11,7,11,0,7,11,7,3,0,3,11,0,3,0,7,0,11,0,3,11,0,11,7,11,3,7,11,7,0,3,0,11,3,0,3,7,3,11,7,3,7,0,11,3,11,7,11,0,11,7,11,3,7,3,0,7,11,7,0,3,0,11,7,11,0,11,3,11,0,11,7,0,3,0,7,0,11,0,7,3,0,3,11,3,0,7,0,11,7,11,3,11,7,0,7,11,7,3,11,3,0,3,7,3,0,3,11,0,11,7,11,3,0,3,7,0,3,11,0,11,7,0,11,0,3,0,7,0,3,0,11,3,0,3,7,11,7,0,3,0,11,3,0,3,7,3,0,3,11,3,7,11,3,11,0,7,0,3,7,3,11,0,7,0,3,0,11,7,11,0,11,7,3,7,0,7,3,11,3,7,3,11,0,11,7,11,3,11,7,11,0,7,0,3,7,11,0,11,3,0,11,0,7,0,3,0,7,0,11,7,3,0,11,3,0,3,7,3,0,3,11,3,7,11,0,11,7,11,3,7,0,3,11,0,3,0,7,0,3,0,11,0,7,11,7,3,11,7,11,0,7,11,7,3,0,3,11,3,7,11,0,7,11,7"
4,7,11,60,1,1,7707796,0.098,"0,11,4,0,7,11,7,4,11,4,0,4,11,7,11,4,11,7,0,7,4,0,4,11,4,0,7,0,4,0,7,11,7,0,7,11,4,11,7,11,0,7,0,4,11,4,0,4,11,7,11,4,11,0,4,0,7,11,4,7"
1,8,11,336,0,0,400000316,10.867,"0,1,0,8,0,1,0,11,0,1,0,8,1,0,1,11,1,0,1,8,1,11,8,0,8,1,0,1,11,0,1,0,8,0,11,8,0,8,1,0,1,11,8,11,1,0,11,0,8,0,11,0,1,0,11,8,11,1,11,0,11,1,11,8,1,8,0,1,0,11,1,0,8,1,8,11,8,0,1,0,11,0,8,11,1,11,8,11,0,8,1,11,1,0,11,1,11,8,11,0,11,8,11,1,8,11,8,0,8,1,8,11,1,11,0,11,1,8,11,8,0,11,0,1,0,8,1,11,1,8,0,8,1,11,8,11,0,8,11,8,1,8,0,8,1,8,11,1,0,1,8,0,1,0,11,1,0,1,8,0,8,11,1,11,8,11,0,11,8,11,1,8,0,8,1,8,11,1,0,11,0,8,0,11,0,1,0,8,1,0,1,11,8,1,8,0,1,0,11,0,1,0,8,1,0,1,11,1,8,1,11,1,0,11,1,8,11,8,0,8,1,0,1,11,0,1,0,8,0,11,8,11,1,11,8,0,8,1,8,11,1,11,0,1,0,8,1,11,8,1,8,0,8,1,8,11,8,0,11,8,11,1,11,8,11,0,8,0,1,8,11,1,0,1,11,8,11,1,0,11,8,0,8,1,8,11,1,8,1,0,1,11,0,1,0,8,0,1,0,11,0,8,11,1,11,8,11,0,11,8,1,11,1,0,1,8,11,8,0,1,0,11,1,11,8,11,0,8,11,8,1,8,11,8,0,8"
2,8,11,331,0,0,400000196,9.845,"0,2,0,8,0,2,0,11,0,2,0,8,2,0,2,11,2,0,2,8,2,11,8,0,8,2,0,2,11,0,2,0,8,0,11,0,8,0,2,8,0,11,2,8,11,2,11,0,8,0,11,0,2,11,2,8,2,0,2,8,2,11,8,11,0,8,0,2,8,2,11,8,11,0,11,2,11,0,11,8,0,11,0,2,0,8,2,8,11,8,2,8,0,8,11,2,11,8,11,0,11,8,11,2,8,0,2,8,11,2,11,0,11,8,11,0,11,2,0,11,0,8,0,11,0,2,0,8,2,8,11,8,0,2,11,0,11,8,11,0,11,2,11,8,2,11,2,0,2,8,0,8,11,2,11,0,2,0,8,0,2,0,11,0,8,11,0,11,2,11,8,2,0,8,11,8,0,2,0,11,2,0,2,8,0,8,11,2,8,2,0,2,11,2,0,2,8,0,2,0,11,0,2,0,8,0,11,8,2,8,0,2,0,11,2,0,2,8,2,11,8,11,0,11,2,8,0,2,0,11,0,2,0,8,0,11,8,0,8,2,11,8,11,0,11,2,0,2,8,11,8,2,8,0,2,11,2,0,8,0,2,11,0,11,8,11,2,11,8,11,0,8,2,8,11,0,11,2,0,2,8,2,11,8,2,8,0,8,11,8,2,11,0,2,8,0,2,0,11,0,2,0,8,0,11,8,2,11,0,2,11,2,8,11,0,11,8,2,8,11,0,8,2,0,8,0,11,2,8,2,11"
3,8,11,60,1,1,7707796,0.103,"0,11,3,0,8,11,8,3,11,3,0,3,11,8,11,3,11,8,0,8,3,0,3,11,3,0,8,0,3,0,8,11,8,0,8,11,3,11,8,11,0,8,0,3,11,3,0,3,11,8,11,3,11,0,3,0,8,11,3,8"
1,9,11,406,0,0,400000528,12.346,"0,1,0,9,0,1,0,11,0,1,0,9,1,0,1,11,1,0,1,9,1,11,9,0,9,1,0,1,11,0,11,9,11,0,11,1,0,11,0,9,0,1,9,1,11,9,0,9,1,0,9,0,11,0,1,0,9,1,0,1,11,1,0,1,9,0,9,11,0,1,0,9,11,0,11,1,11,0,11,9,11,1,9,0,9,1,9,11,9,1,0,9,0,11,0,9,1,0,1,11,1,0,1,9,1,11,9,11,0,11,9,11,1,9,11,0,9,1,11,1,0,11,0,9,0,1,9,0,9,11,9,1,9,11,9,0,11,9,11,1,11,9,11,0,11,1,0,9,0,11,9,11,1,9,11,9,0,1,9,0,11,0,1,11,1,9,11,1,11,0,11,9,0,11,0,1,11,1,9,0,1,0,11,0,1,0,9,0,11,9,1,9,0,1,9,1,11,1,0,11,9,11,1,9,11,9,0,9,11,9,1,9,0,1,11,1,0,9,0,11,9,0,9,1,11,0,1,0,9,0,1,11,0,11,9,0,11,0,1,0,9,0,1,0,11,1,0,1,9,1,0,1,11,1,9,11,1,11,0,9,11,0,1,0,9,1,0,1,11,0,9,0,11,0,1,0,11,9,0,9,1,9,11,9,0,11,0,1,0,9,1,11,1,0,11,1,11,9,1,9,0,9,11,9,1,11,9,11,0,11,1,11,9,1,11,1,0,1,9,0,9,11,1,11,9,0,11,1,0,11,0,9,1,9,11,0,9,0,1,0,11,0,1,0,9,1,0,11,1,11,9,1,0,9,11,0,11,1,11,9,1,11,1,0,1,11,1,9,1,0,9,11,0,11,1,0,1,9,1,0,1,11,0,1,0,9,0,11,0,9,0,1,9,11,1,9,0,1,11,0,11,9,0,11,1,9"
2,9,11,60,1,1,7707828,0.099,"0,11,2,0,9,11,9,2,11,2,0,2,11,9,11,2,11,9,0,9,2,0,2,11,2,0,9,0,2,0,9,11,9,0,9,11,2,11,9,11,0,9,0,2,11,2,0,2,11,9,11,2,11,0,2,0,9,11,2,9"
1,10,11,60,1,1,7707828,0.099,"0,11,1,0,10,11,10,1,11,1,0,1,11,10,11,1,11,10,0,10,1,0,1,11,1,0,10,0,1,0,10,11,10,0,10,11,1,11,10,11,0,10,0,1,11,1,0,1,11,10,11,1,11,0,1,0,10,11,1,10"
1,2,12,318,0,0,400000280,9.905,"0,1,0,2,0,1,0,12,0,1,0,2,1,0,1,12,2,0,2,1,0,2,12,0,12,1,0,2,12,2,1,12,2,12,0,12,1,0,12,0,2,0,12,0,1,0,2,1,2,12,2,1,0,12,0,1,0,2,0,1,0,12,1,2,1,0,2,1,2,12,2,1,2,0,1,0,12,0,2,1,2,12,2,0,2,12,2,1,12,0,12,2,0,12,0,1,12,2,1,2,0,1,0,12,0,2,0,12,0,1,12,2,12,1,12,0,12,1,2,12,2,0,12,2,1,12,0,1,0,2,1,12,2,1,2,0,2,1,2,12,2,0,12,2,12,1,12,2,12,0,2,0,1,12,0,12,2,12,1,12,2,12,0,2,12,2,1,2,0,2,12,0,12,1,0,2,0,1,0,12,1,12,2,12,1,12,0,12,2,0,12,0,1,0,12,0,2,0,1,2,0,2,12,1,2,1,0,2,0,12,0,1,0,2,0,12,2,12,1,12,2,12,0,2,12,2,1,2,0,2,1,2,12,1,0,2,0,1,0,12,0,1,0,2,1,2,12,2,0,1,0,2,0,12,2,12,1,12,0,2,12,0,1,0,12,2,0,2,1,0,2,0,12,0,1,0,12,0,2,12,0,12,1,12,0,12,2,12,1,2,0,2,1,12,1,2,0,1,12,0,12,2,12,0,1,0,2,1,0,12,2,1,0,2,0,12,0,2"
1,3,12,352,0,0,400000360,11.016,"0,1,0,3,0,1,0,12,0,1,0,3,1,0,1,12,1,3,1,0,3,0,12,0,1,0,12,0,3,12,0,1,12,1,3,1,0,3,0,12,0,1,3,12,3,1,3,12,0,12,1,3,12,1,0,1,3,0,1,0,12,3,12,0,1,12,1,3,12,1,12,0,12,3,12,0,12,1,0,3,0,12,1,12,3,1,3,0,3,12,3,1,12,3,12,0,12,3,12,1,12,0,1,12,1,3,12,0,12,3,12,1,12,3,0,12,0,1,12,0,3,1,3,12,3,0,12,0,1,0,3,0,1,0,12,1,0,3,1,3,12,3,0,12,0,1,0,12,3,12,0,12,1,3,1,12,0,1,0,3,1,3,12,3,0,3,1,3,12,1,0,1,3,0,1,0,12,0,3,0,1,3,1,12,1,3,1,0,3,1,3,12,0,1,0,3,1,3,12,3,1,3,0,3,12,0,3,0,1,12,3,1,12,1,0,3,0,1,0,12,1,12,3,12,0,12,1,12,3,1,3,0,3,12,0,3,0,1,0,12,0,1,0,3,1,12,1,3,0,3,1,3,0,12,0,3,1,0,1,12,0,12,3,12,1,3,1,0,12,1,12,3,12,0,12,3,12,1,3,12,3,0,3,1,3,0,3,12,0,1,12,0,3,12,1,3,12,3,0,12,1,12,0,12,3,0,3,1,0,1,12,1,3,0,3,1,3,0,12,0,1,0,3,0,1,0,12,1,12,3,1,12,1,0,12,1,12,3,0,3,1,3,12,0,1,0,3,1,3,12,0,3"
2,3,12,326,0,0,400000348,10.987,"0,2,0,3,0,2,0,12,0,2,0,3,2,0,2,12,2,0,2,3,2,12,3,0,3,2,0,2,12,0,2,0,3,12,0,12,2,12,0,12,3,12,0,2,3,0,3,12,0,12,2,0,2,3,0,2,0,12,3,0,3,2,3,0,3,12,3,2,0,12,0,3,0,2,12,2,3,2,12,0,3,12,0,12,2,12,0,12,3,12,2,3,12,3,0,2,3,2,12,2,0,2,12,2,3,12,0,12,3,12,2,12,3,0,12,0,2,12,0,12,3,12,2,12,3,12,0,3,12,3,2,0,2,3,12,2,12,0,12,3,12,0,12,2,0,3,0,2,0,12,2,3,2,12,0,12,3,2,3,0,3,2,12,0,2,0,3,0,2,0,12,0,3,12,0,12,2,0,3,2,3,12,3,0,12,3,12,2,12,3,12,0,12,2,0,12,0,3,12,3,2,12,0,2,0,3,0,2,12,2,3,2,12,0,3,12,3,2,3,12,3,0,3,2,0,2,12,2,0,2,3,0,2,0,12,3,2,3,0,2,0,12,0,2,0,3,0,12,3,0,3,2,0,12,2,12,3,2,3,0,2,12,2,0,3,0,2,12,0,12,3,12,2,12,0,12,3,0,3,2,3,12,3,2,3,0,2,0,12,2,3,12,3,0,3,2,0,3,0,12,0,2,0,3,2,0,2,12,2,3,12,3,0,3,2,0,12,2,3,0,2,0,12,0,2,0"
1,4,12,330,0,0,400000252,10.685,"0,1,0,4,0,1,0,12,0,1,0,4,1,0,1,12,1,0,1,4,1,12,4,0,4,1,0,1,12,0,1,0,4,0,12,0,4,0,1,4,0,12,1,4,12,1,12,0,4,0,12,0,1,4,1,12,1,0,1,12,1,4,12,0,12,1,0,12,0,4,0,12,0,1,12,1,4,12,1,12,0,12,4,12,0,12,1,0,12,4,0,4,1,0,4,0,12,1,0,12,4,12,0,1,12,1,4,1,0,4,12,4,1,0,4,0,12,0,4,0,1,0,4,12,1,12,0,1,0,4,0,1,0,12,1,0,1,4,1,12,4,1,4,0,1,12,0,12,4,12,0,1,12,1,4,1,0,4,0,12,0,1,0,4,0,12,4,1,4,0,12,0,1,0,4,12,4,1,12,4,12,0,12,1,12,4,1,12,1,0,4,0,1,0,12,1,4,12,1,12,0,12,1,12,4,12,0,4,12,4,1,12,0,1,12,4,12,1,0,12,0,4,0,12,0,1,0,4,12,4,1,0,1,4,12,1,12,0,12,4,12,1,4,0,1,4,12,4,1,0,4,0,12,0,4,0,1,0,4,12,4,1,0,1,12,0,1,0,4,1,12,1,0,4,1,4,12,4,0,4,12,4,1,12,1,0,4,1,12,4,12,0,12,1,12,4,12,0,4,1,4,0,4,12,0,12,1,0,12,4,1,0,1,12,0,12,4,0,4,1,0,1,12,0,12,4,1,0,12,1"
3,4,12,346,0,0,400000304,10.511,"0,3,0,4,0,3,0,12,0,3,0,4,3,0,3,12,3,0,3,4,3,12,4,0,4,3,0,3,12,0,3,0,4,0,12,0,4,0,3,4,3,12,0,3,12,4,12,0,3,12,0,4,0,3,4,3,12,3,0,3,4,3,12,4,0,4,3,12,4,12,0,12,3,12,4,3,0,4,12,3,4,0,3,0,12,0,3,0,4,0,12,4,3,4,0,12,4,12,3,12,0,3,0,4,0,12,0,3,12,4,12,3,12,0,12,3,4,12,4,0,12,4,12,3,12,0,12,3,12,4,3,12,3,0,3,4,3,12,4,12,0,4,3,0,4,0,12,3,4,12,3,12,0,12,3,12,4,12,0,4,12,4,3,0,4,0,12,4,12,3,4,3,0,3,4,12,0,4,0,3,0,4,0,12,0,3,12,3,4,3,0,3,12,3,4,12,0,12,4,12,3,4,0,4,3,12,3,0,3,4,0,4,12,0,4,0,3,0,12,0,3,0,4,3,0,3,12,3,0,3,4,3,12,4,0,4,3,0,3,12,0,3,0,4,0,12,4,3,12,4,0,4,12,3,4,3,0,3,12,3,4,12,4,0,12,0,3,12,4,12,3,12,0,12,3,4,12,4,0,12,0,3,0,4,0,12,4,3,4,12,0,12,4,3,12,3,0,3,4,0,3,0,12,4,0,4,3,4,0,4,12,4,3,12,3,0,3,4,3,12,3,0,12,4,12,3,0,3,4,0,4,12,0,12,3,12,4,12,3,12,0,3,4,12,4,3"
1,5,12,350,0,0,400000396,11.272,"0,1,0,5,0,1,0,12,0,1,0,5,1,0,1,12,1,0,1,5,1,12,5,0,5,1,0,1,12,0,1,0,5,0,12,5,1,5,12,0,5,12,1,5,1,0,1,5,12,0,5,12,5,1,12,1,0,1,12,1,5,1,0,12,0,5,0,12,1,12,5,12,0,12,5,12,1,5,1,0,12,5,0,5,1,5,0,5,12,5,1,12,1,0,12,1,12,5,12,0,12,5,12,1,5,12,5,0,1,0,12,5,12,1,5,12,5,0,5,12,5,1,5,0,1,5,1,12,5,0,5,12,5,1,12,0,1,12,1,5,12,5,0,12,0,1,0,5,12,5,0,1,5,1,12,1,0,1,5,0,12,0,1,12,0,12,5,0,12,0,1,5,1,12,0,1,5,0,5,12,5,0,5,1,5,12,1,0,1,5,0,1,0,12,1,0,1,5,0,5,12,0,5,0,1,0,12,0,1,0,5,1,0,1,12,1,5,1,12,1,0,12,1,5,0,12,5,12,1,12,5,0,12,0,1,0,12,0,5,0,1,12,1,5,0,5,12,1,12,5,0,12,0,1,12,0,12,5,12,1,12,5,12,0,5,12,1,5,0,1,5,1,12,5,12,0,12,5,1,5,12,5,0,12,0,1,0,5,0,1,0,12,1,0,1,5,12,5,0,1,0,12,1,0,1,5,1,12,1,5,1,0,5,0,12,5,1,12,5,12,0,12,5,12,1,12,0,1,5,1,0,12,0,5,0,1,5,12,5,1,5,0,1,0,12,5,0,1,5,1"
2,5,12,327,0,0,400000372,11.454,"0,2,0,5,0,2,0,12,0,2,0,5,2,0,2,12,2,0,2,5,2,12,5,0,5,12,2,5,12,0,5,0,2,0,5,0,12,0,2,5,2,12,2,5,0,12,5,12,2,12,5,0,12,0,2,12,2,5,2,0,2,5,2,12,5,2,5,0,5,12,0,2,0,5,2,0,2,12,2,5,2,12,2,0,12,2,5,12,0,2,0,5,2,0,2,12,2,5,12,0,12,5,12,2,12,5,0,12,0,2,12,0,12,5,12,2,5,0,5,12,0,5,0,2,0,12,0,2,0,5,2,12,2,0,12,2,12,5,2,5,0,2,0,12,0,5,12,2,12,5,12,0,12,5,2,12,2,0,12,2,12,5,12,0,12,5,12,2,5,12,5,0,5,12,5,2,5,0,2,0,12,2,0,5,12,5,2,12,5,12,0,12,5,12,2,5,2,0,2,12,2,0,2,5,0,12,2,12,0,12,5,2,5,0,5,12,5,0,5,2,0,2,12,0,2,0,5,2,0,2,12,5,2,5,0,2,0,12,2,12,5,2,5,0,2,12,2,5,12,2,12,0,12,2,12,5,12,0,5,2,5,12,2,5,2,0,5,12,0,5,2,0,2,12,2,0,5,2,5,12,2,12,0,12,2,5,12,5,0,12,0,2,0,12,5,0,5,2,0,5,0,12,0,2,0,12,0,5,12,2,0,2,12,2,5,12,2,0,5,0,2,0,12,0,2,5,12"
3,5,12,347,0,0,400000340,11.201,"0,3,0,5,0,3,0,12,0,3,0,5,3,0,3,12,3,0,3,5,3,12,5,0,5,3,0,3,12,0,3,0,5,0,12,0,5,0,3,5,3,12,0,3,12,5,12,0,3,12,0,5,0,3,5,3,12,3,0,3,5,3,12,5,0,5,3,12,5,12,0,12,5,12,3,12,0,3,0,5,12,5,3,12,3,0,3,5,0,3,0,12,0,5,0,12,0,3,12,5,12,3,12,0,12,3,5,12,5,0,12,5,12,3,12,0,12,3,12,5,3,12,3,0,3,5,3,12,5,12,0,12,3,12,5,12,0,5,0,3,0,5,12,5,3,12,5,12,0,3,5,0,3,0,12,3,5,12,0,3,12,3,5,3,12,3,0,3,5,0,3,0,12,5,3,5,0,5,12,5,0,5,3,0,3,12,3,5,12,0,12,5,3,5,12,0,5,0,3,0,12,0,3,0,5,3,0,3,12,5,0,5,3,0,3,12,3,0,3,5,3,12,5,0,5,3,0,5,0,12,5,12,3,12,5,12,0,12,3,0,3,5,3,12,3,5,3,0,5,3,5,12,5,0,5,3,0,3,12,0,3,0,5,3,0,3,12,5,12,3,12,0,5,0,3,0,5,12,5,3,12,5,12,0,12,5,12,3,12,0,3,12,3,5,12,5,0,12,5,3,12,3,0,3,5,3,0,3,12,0,5,0,3,5,0,5,12,5,3,12,5,12,0,12,3,0,12,0,5,0,3,0,12,3,0,3,5,12,5,0,3,5,0,12,0,3,0"
4,5,12,290,0,0,400000228,9.771,"0,4,0,5,0,4,0,12,0,4,0,5,4,0,4,12,4,0,4,5,4,12,5,0,5,4,0,4,12,0,4,0,5,0,12,5,4,12,5,12,0,4,0,5,4,5,12,4,0,12,4,12,5,12,4,12,0,12,5,0,5,4,5,0,5,12,5,4,0,4,5,4,12,5,12,0,12,5,4,12,4,0,12,4,12,5,12,0,12,5,12,4,5,12,5,0,5,4,5,12,4,12,0,12,5,12,0,12,4,0,5,0,4,0,12,4,12,5,12,4,12,0,4,12,4,5,0,12,0,4,0,5,0,4,0,12,4,12,5,4,0,4,5,12,5,4,0,5,0,12,0,5,4,0,4,12,0,4,0,5,0,12,0,5,0,4,5,0,5,12,5,4,5,0,4,0,12,5,0,12,4,12,5,4,12,4,0,4,5,0,4,0,12,0,5,12,4,12,5,12,0,12,5,4,12,4,0,12,4,12,5,12,0,12,5,12,4,5,12,5,0,5,4,0,12,4,12,5,12,4,0,12,0,5,12,0,12,4,5,4,0,5,0,12,0,4,0,5,4,0,4,12,4,5,12,5,0,5,4,5,12,5,0,12,4,12,0,5,0,4,12,0,5,4,5,12,5,0,4,12,4,5,4,0,12,0,4,0,5,0"
