cube,status,seconds,conflicts,proof_sha256,note
37.-31.-43.33.41.-34.-40.-29.-45.36.38.35,UNSAT,0.01,431,f2663323a5df0ac3de5dbc6677eb6c524f4d3bbac6bbdf4f1e73345a9d18efae,30342
37.-31.-43.33.41.-34.-40.-29.-45.36.-38.-35,UNSAT,0.00,10,4af94bf390b63dbc329113f277c94dbbb4b4b135f7bdb53d652a70e9e8b559c5,16870
37.-31.-43.33.41.-34.-40.-29.-45.36.-38.35,UNSAT,0.01,125,46602b255a5d8877e85d37a4cbacc39bc5035bc5bacee78aec046c0c4b43918e,14926
37.-31.-43.33.41.-34.-40.-29.-45.-36.38.-35,UNSAT,0.00,122,5ee22b0acf679f4c891617e84212d032b08025952f71260f46b83e6b8f40f148,15807
37.-31.-43.33.41.-34.-40.-29.-45.-36.38.35,UNSAT,0.00,121,9e7a6130e34df22971c7d07aaa75e7ceb6e08cd10d175e9cea0b97e6bd6726ea,14781
37.-31.-43.33.41.-34.-40.-29.-45.-36.-38.35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
37.-31.-43.33.41.-34.-40.-29.-45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.33.-41.34.40.-29.45.36.38.35,UNSAT,0.01,167,178a8ee50a1cd5777a8a588ac72dca2dbab1845ef30dfcd630ca9195cc402f82,14473
-37.31.43.33.-41.34.40.-29.45.36.38.-35,UNSAT,0.00,128,79b539c746ce9601d4ea775777babc6ef4aeb86a3f4770f4706164ce5de51fbe,14385
-37.31.43.33.-41.34.40.-29.45.36.-38.-35,UNSAT,0.01,50,cb1d45ef4c4f002560d9e8e46bf467b4ebf83e942750b19ba6808e3dd94ba17c,14184
-37.31.43.33.-41.34.40.-29.45.36.-38.35,UNSAT,0.01,261,46ec03fb55312528f33c4cb09b9c817f4bafc14a2b0816d5aba28989fd3f7914,17664
-37.31.43.33.-41.34.40.-29.45.-36.38.-35,UNSAT,0.00,105,11fb56b83bdd2e3441aaae28a3338547448d3d53bc68214cca2a50d5f0a927a2,14566
-37.31.43.33.-41.34.40.-29.45.-36.38.35,UNSAT,0.00,379,16d1233a3132e3d059d61ae85fe5ffa54e01c49ec6f1c7beb44e9162e6b07599,23302
-37.31.43.33.-41.34.40.-29.45.-36.-38.35,UNSAT,0.01,100,1fe850a4e2da1734bf0f44e3d2605a5fa91b08c53cb7d7ec902671d661cb115c,13578
-37.31.43.33.-41.34.40.-29.45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.33.-41.34.40.-29.-45.36.38.35,UNSAT,0.00,62,60120352838e1a6b1b92c6eb54066d1451457a87a57a656fc8a917b464104f32,14318
-37.31.43.33.-41.34.40.-29.-45.36.38.-35,UNSAT,0.00,46,de8c68cce0bee9f31877c1f6fbc8a2ed3b25ae56c41d68adaf8d6c4c96030e8d,14371
-37.31.43.33.-41.34.40.-29.-45.36.-38.35,UNSAT,0.00,126,2945a5fc4a9d545cb78545cb95fba47c014fdc2de499f32b1a789c39c022ef5f,15786
-37.31.43.33.-41.34.40.-29.-45.36.-38.-35,UNSAT,0.00,21,9b2ee488ccdf5b562aae3f8612c9368565e16919f995b64a41e42c9f53efc29e,15297
-37.31.43.33.-41.34.40.-29.-45.-36.38.35,UNSAT,0.01,169,423a60fb00a21ceea09dbb0fa7d6a32f019be892a293cd6b07b427668133526b,16507
-37.31.43.33.-41.34.40.-29.-45.-36.38.-35,UNSAT,0.00,37,1e6c52d5f68444378d3f2ff2b934b3fb0298634efa75f8946577b30baf2bcf49,14723
-37.31.43.33.-41.34.40.-29.-45.-36.-38.35,UNSAT,0.01,54,dba4a661f7ec93bf19f6823e5f5f06dd91bd1117265f8bfd4004e080d6058720,14306
-37.31.43.33.-41.34.40.-29.-45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.45.36.38.-35,UNSAT,0.00,261,a1a678c97c99ec1744fa7b45c515ba783ef74fff67a2d7b9223d9e179791ddbf,26675
-37.31.43.-33.-41.34.40.29.45.36.38.35,UNSAT,0.02,282,d429efb8b8266277d4221acaac0d4e89206821278c066ddccc9dd175d011006d,16500
-37.31.43.-33.-41.34.40.29.45.36.-38.-35,UNSAT,0.00,150,be9b4b1fa3f0903f0f6befe87cc8106cbe5932d19f5e4b575dcb81bdb3584f5f,15741
-37.31.43.-33.-41.34.40.29.45.36.-38.35,UNSAT,0.01,732,6d82bb2d8f23704dedcec159c5599db0faf2180fff64836b1c84cbc84b10ca5a,37554
-37.31.43.-33.-41.34.40.29.45.-36.38.35,UNSAT,0.00,278,fb25ff24e69032416f2ca92610fea30a3a19f4adf6298ce9e80025a0621a737b,16872
-37.31.43.-33.-41.34.40.29.45.-36.38.-35,UNSAT,0.01,429,2c533486248e812ce74c107d475e9fba074d5708d3d081887cb5e2995a047bc7,24927
-37.31.43.-33.-41.34.40.29.45.-36.-38.35,UNSAT,0.00,80,c61fde1cdf1c3f5be55c24210be442998e0a26d436a2bda17aa6524d3b9244ce,13104
-37.31.43.-33.-41.34.40.29.45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.36.38.35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.36.38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.36.-38.35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.-36.38.35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.-36.38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.-36.-38.35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.43.-33.-41.34.40.29.-45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.-43.33.41.34.40.-29.45.36.38.35,UNSAT,0.01,277,dd1c6fd2db7aab23a46b0cfe307432c8017685ad8def87ed6c12bdf50584efee,26184
-37.31.-43.33.41.34.40.-29.45.36.38.-35,UNSAT,0.00,227,5f2a78c4251a0f829a2b9b6c49f2d638e5f5e0b73de8359ac81084df1dfeb965,15301
-37.31.-43.33.41.34.40.-29.45.36.-38.35,UNSAT,0.01,261,a2ecbf991a978258d2d8661ac0182023669962dd466279df34fdf63615ad62b1,17453
-37.31.-43.33.41.34.40.-29.45.36.-38.-35,UNSAT,0.01,324,65aab6b9d3cf271bcb6bd73c503320ddfcdad3a1e98831dd9965c70eefe3dcbe,26866
-37.31.-43.33.41.34.40.-29.45.-36.38.35,UNSAT,0.01,160,27ad0efc0ef5194fae9f2915471da7907c1ad1065a9a169f2c9e450fc0b9a5d0,15049
-37.31.-43.33.41.34.40.-29.45.-36.38.-35,UNSAT,0.00,292,22df6546e0731531790aa7b6771f99ddbaabf63262f4aba5a271f828f366ad84,23515
-37.31.-43.33.41.34.40.-29.45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.-43.33.41.34.40.-29.45.-36.-38.35,UNSAT,0.00,109,efc067881fc75390c331371db750f413034bf3ffa163f5a710a872d022bed0cb,14867
-37.31.-43.33.41.34.40.-29.-45.36.38.-35,UNSAT,0.00,17,891014a206128bf65dea2930a8cc9bed6ca4ef810c4af91d7a92bb401e52740d,12099
-37.31.-43.33.41.34.40.-29.-45.36.38.35,UNSAT,0.00,103,4e171cb8d439d953a01e435cc3c4c84d667871ab0a6719bb13edff11c0b0f37d,14885
-37.31.-43.33.41.34.40.-29.-45.36.-38.-35,UNSAT,0.00,138,a3bbb90b97b684df5c21e2a6691d3cdecf13b1b23890a0921fae2ee2583a63ad,15517
-37.31.-43.33.41.34.40.-29.-45.36.-38.35,UNSAT,0.00,106,530f41f7fe9a2419bbd3874dbbae57526cf5e5b63939c1be1fc930fd2a953fbe,15126
-37.31.-43.33.41.34.40.-29.-45.-36.38.35,UNSAT,0.01,38,f06c1f6fa3dbc17c183176290d713b948973cff5a833f689cfa377f33690fef7,13786
-37.31.-43.33.41.34.40.-29.-45.-36.38.-35,UNSAT,0.00,37,661412c0057d51882b9df9ca1aca3c18809972ca68a3072ed5ead3698300e79f,13857
-37.31.-43.33.41.34.40.-29.-45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.-43.33.41.34.40.-29.-45.-36.-38.35,UNSAT,0.00,113,6be83ae40538af703b77b3bf23a5ee71e3dfc7c0f4f19cdc8736757e0a9ef4e3,15912
-37.31.-43.-33.41.-34.40.29.45.36.38.-35,UNSAT,0.00,242,d748e033a382c8bad8b721a516729e32597e7d174b81f036a980c36f1f5b0df6,17056
-37.31.-43.-33.41.-34.40.29.45.36.38.35,UNSAT,0.02,467,779be079f2f354cb5751df377e1436076992114b5e769b9e76637f6be644daa9,25698
-37.31.-43.-33.41.-34.40.29.45.36.-38.-35,UNSAT,0.00,6,a32bf080574276dcbd7b49d47ad0287c99bc6da4a66842a736b75cfd8f162edc,14100
-37.31.-43.-33.41.-34.40.29.45.36.-38.35,UNSAT,0.01,207,e2b917d8ace25a61321424562279b18b40d8e410430df699b1c33178391d1b5d,16648
-37.31.-43.-33.41.-34.40.29.45.-36.38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.-43.-33.41.-34.40.29.45.-36.38.35,UNSAT,0.01,306,f9b74c68079190d9fa7b6ac38792c95b0b6b0b829d07efaeb408db3741580cfd,29244
-37.31.-43.-33.41.-34.40.29.45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.-43.-33.41.-34.40.29.45.-36.-38.35,UNSAT,0.00,149,2cc233e3d5609208a8770c12e9feea9e6438e9b12d22c75d229ae220000c6abd,16571
-37.31.-43.-33.41.-34.40.29.-45.36.38.-35,UNSAT,0.00,147,edbd9086fc08f10c11a17002ab67262af151597d996dab327217fe690f63f31a,15200
-37.31.-43.-33.41.-34.40.29.-45.36.38.35,UNSAT,0.01,255,6136e3f7b77a7866b1e06ee76c2d8bd081dfc8a610de74d456aeb4e61f90c505,16694
-37.31.-43.-33.41.-34.40.29.-45.36.-38.-35,UNSAT,0.01,3,dc943983963e734219a93ade3b196c66dbf7d3168470b50eca7b132e140b566e,14896
-37.31.-43.-33.41.-34.40.29.-45.36.-38.35,UNSAT,0.00,128,824531d9eaab8691067e828a2ad2c261b90b6a27162695167da601b36d33a8bd,15006
-37.31.-43.-33.41.-34.40.29.-45.-36.38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.-43.-33.41.-34.40.29.-45.-36.38.35,UNSAT,0.02,295,a238b605ddb2186f887bbb89987f562c770ba4ec751c773f311effb0049dcdef,26970
-37.31.-43.-33.41.-34.40.29.-45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.31.-43.-33.41.-34.40.29.-45.-36.-38.35,UNSAT,0.00,87,46807ad98b084cc2d57ad740cf4329f3ed5abaf5f3592b98defd5871e36d5832,15334
-37.-31.43.33.-41.34.40.29.45.36.38.-35,UNSAT,0.01,170,3e141e60b34eaedcd31ce48b785fd21231763fc7da118aa7a195d7dd14972c98,14447
-37.-31.43.33.-41.34.40.29.45.36.38.35,UNSAT,0.01,502,d3aa2e45d8cc825694f8e50eee633a43b9f85461c5c070e19f7bbbbccfb5e385,27902
-37.-31.43.33.-41.34.40.29.45.36.-38.-35,UNSAT,0.01,97,43d0bc79dba0405535be618cf46fc8fcddde588a05e87f795ad35ecaaa4825b1,14324
-37.-31.43.33.-41.34.40.29.45.-36.38.35,UNSAT,0.00,153,7020f55809f9aac0812bf8191e2e95fb1f57bef30e66a80578c91d1907e7cdc8,14861
-37.-31.43.33.-41.34.40.29.45.36.-38.35,UNSAT,0.03,853,8590653357e388df25921281ba2db3c4da0d9b70c0b7e422fffc7b759f3e2a63,42857
-37.-31.43.33.-41.34.40.29.45.-36.38.-35,UNSAT,0.01,120,fd9a4e1805d4f4b31a5e387cae62f01dbe9db04cbfd1373de1f5befbb3b5188e,14766
-37.-31.43.33.-41.34.40.29.45.-36.-38.35,UNSAT,0.01,156,eb2af4cd01838903333099edfde3a2d80f2d60c375ec983f9ade45eb08e05307,15912
-37.-31.43.33.-41.34.40.29.45.-36.-38.-35,UNSAT,0.01,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.43.33.-41.34.40.29.-45.36.38.35,UNSAT,0.01,219,a57556b6da039ce0d52ae6ea123611bb2942ae49377553efbd99806482bee06e,15886
-37.-31.43.33.-41.34.40.29.-45.36.38.-35,UNSAT,0.01,122,c0d063a24de81ae1441bb339f0571463c2ea6a00d4631919a80eeac2f4d3bca8,13932
-37.-31.43.33.-41.34.40.29.-45.36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.43.33.-41.34.40.29.-45.36.-38.35,UNSAT,0.01,154,67dce74ed4b603d4c8ef3b5453b0dee3db96c5b7c2596cb52830c4060de40556,15691
-37.-31.43.33.-41.34.40.29.-45.-36.38.35,UNSAT,0.01,71,155846035364659f3e2a10743c379a35b063c1a17408744ea956bb40a86dbfc5,13805
-37.-31.43.33.-41.34.40.29.-45.-36.38.-35,UNSAT,0.00,55,06152bb5f4cfd767f5a834df4ce7cd7dc254679f9c9676c6485ae92de3070e42,14081
-37.-31.43.33.-41.34.40.29.-45.-36.-38.35,UNSAT,0.01,5,c9dcf113f920c027efb559269e909635998519a73bcce4bf53eaaf95208b993e,16183
-37.-31.43.33.-41.34.40.29.-45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.-43.33.41.34.-40.-29.45.36.38.-35,UNSAT,0.00,62,cf7490f359759acd5d13d5d362310e8221483381082a8c565550cb7c5763508c,14133
-37.-31.-43.33.41.34.-40.-29.45.36.38.35,UNSAT,0.01,220,1fbf44482139fac383dcbce2fad53a9f3770bc0ace3fd267525a6322d71697b1,17263
-37.-31.-43.33.41.34.-40.-29.45.36.-38.35,UNSAT,0.00,14,95fa27bd12a830a4324efad1b4245dd7382704524c6576faf317ebe81b48a63b,13525
-37.-31.-43.33.41.34.-40.-29.45.36.-38.-35,UNSAT,0.01,18,c44dd54cbca269cf416cee22fa3df5b82ba56c2072452f48b5b00f8408d020f0,14103
-37.-31.-43.33.41.34.-40.-29.45.-36.38.35,UNSAT,0.00,33,3b477f29c9a99033a4a32e041b69c561a457c579852793e464cc5c68c4f5c55e,14457
-37.-31.-43.33.41.34.-40.-29.45.-36.38.-35,UNSAT,0.01,22,aa88670c697f20451d8ebf3d5c3628f8e108accae0be8fb102c5fb60b8428f99,14725
-37.-31.-43.33.41.34.-40.-29.45.-36.-38.35,UNSAT,0.00,19,1a9bf7637a467f670f8e00acc331e89ea19fb3c2ba2e0145b4bb9310af77c633,15310
-37.-31.-43.33.41.34.-40.-29.45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.-43.33.41.34.-40.-29.-45.36.38.35,UNSAT,0.02,74,a92c2613dbf66703e539bcb20a2e8dd31f7e2f928a9c13392edcfbf5ee23c977,15143
-37.-31.-43.33.41.34.-40.-29.-45.36.38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.-43.33.41.34.-40.-29.-45.36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.-43.33.41.34.-40.-29.-45.36.-38.35,UNSAT,0.02,35,82aeb0efb857920fd9973a4c4b62eb6d7213e71afc99b8e937643890cac091f7,15924
-37.-31.-43.33.41.34.-40.-29.-45.-36.38.35,UNSAT,0.01,8,7278f4505ec4b10431cb050caf0a98a031bcbd92b713ded4b3ecdbb011d3a773,14998
-37.-31.-43.33.41.34.-40.-29.-45.-36.38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.-43.33.41.34.-40.-29.-45.-36.-38.-35,UNSAT,0.00,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
-37.-31.-43.33.41.34.-40.-29.-45.-36.-38.35,UNSAT,0.01,6,3fd3a56f76f1b1d1141c98f0d155bb324e4f35c61c37b5fa8db9cab8751425d2,16940
