i,c_i,se
7.760000000000000000e+02,4.986462360844015791e-03,7.031381589040828334e-05
7.770000000000000000e+02,8.993380614332854156e-03,9.825147832013158189e-05
7.780000000000000000e+02,7.769998398361106437e-03,9.031520950723614981e-05
7.790000000000000000e+02,1.443992660293976459e-02,1.273395453389460064e-04
7.800000000000000000e+02,6.723341339019437389e-03,8.946365590211511243e-05
7.810000000000000000e+02,1.224650329204897067e-02,1.211405991136907823e-04
7.820000000000000000e+02,1.117539685767143971e-02,1.155193512506981675e-04
7.830000000000000000e+02,2.082742226098974539e-02,1.594953324421235835e-04
7.840000000000000000e+02,4.644468038417399157e-03,6.583535921828681211e-05
7.850000000000000000e+02,8.294172805969913034e-03,9.063458506152044362e-05
7.860000000000000000e+02,7.174692899994551849e-03,8.670175058094336813e-05
7.870000000000000000e+02,1.314880249998221819e-02,1.190207546252842124e-04
7.880000000000000000e+02,6.013459281598527995e-03,8.238407350266503031e-05
7.890000000000000000e+02,1.088837656130393385e-02,1.114120243581347277e-04
7.900000000000000000e+02,9.797349987563987520e-03,1.085984742752871404e-04
7.910000000000000000e+02,1.810945230727394398e-02,1.474991201774618593e-04
7.920000000000000000e+02,5.085793811331192245e-03,7.432631816801697712e-05
7.930000000000000000e+02,9.216741321968535683e-03,1.024938538898915026e-04
7.940000000000000000e+02,8.118228175553183004e-03,9.750776049576410042e-05
7.950000000000000000e+02,1.512679802256325888e-02,1.361410314992784424e-04
7.960000000000000000e+02,7.018414992565910268e-03,9.490978495592180425e-05
7.970000000000000000e+02,1.290468024602780747e-02,1.285193111249020533e-04
7.980000000000000000e+02,1.184662416925032907e-02,1.235222777050155190e-04
7.990000000000000000e+02,2.223820541873574100e-02,1.716986718940695107e-04
8.000000000000000000e+02,4.503625939240057940e-03,6.420557760748457361e-05
8.010000000000000000e+02,8.041977211522558650e-03,8.820025072868662168e-05
8.020000000000000000e+02,6.928149412733813038e-03,8.417870116292357240e-05
8.030000000000000000e+02,1.266328788481652784e-02,1.150678555521299023e-04
8.040000000000000000e+02,5.723070418946444617e-03,7.897766536676018262e-05
8.050000000000000000e+02,1.044415352861086457e-02,1.084881873781498162e-04
8.060000000000000000e+02,9.335727389343082341e-03,1.027753468041448545e-04
8.070000000000000000e+02,1.734451471640418088e-02,1.420741450152286211e-04
8.080000000000000000e+02,4.833098481446504273e-03,7.006869178781146396e-05
8.090000000000000000e+02,8.642328592364986392e-03,9.551337352513649911e-05
8.100000000000000000e+02,7.526345526451865865e-03,9.074159610165865252e-05
8.110000000000000000e+02,1.395382749073207328e-02,1.256371065984213369e-04
8.120000000000000000e+02,6.545062558588882543e-03,8.892621705777268410e-05
8.130000000000000000e+02,1.197891923051327447e-02,1.214313327874040079e-04
8.140000000000000000e+02,1.087597522026548767e-02,1.163686886185672734e-04
8.150000000000000000e+02,2.040549092780798504e-02,1.601119224649418340e-04
8.160000000000000000e+02,4.512165306098759460e-03,6.389807311999247299e-05
8.170000000000000000e+02,8.076958327901860579e-03,8.946017016661952481e-05
8.180000000000000000e+02,6.981252312175929495e-03,8.455416940761967726e-05
8.190000000000000000e+02,1.293132902664442807e-02,1.196799111607143061e-04
8.200000000000000000e+02,5.877382277871171824e-03,8.049344249832475560e-05
8.210000000000000000e+02,1.069660421036183751e-02,1.109375640270669799e-04
8.220000000000000000e+02,9.608454376024503849e-03,1.065802795454859342e-04
8.230000000000000000e+02,1.802246995907276841e-02,1.493081528710400328e-04
8.240000000000000000e+02,5.009221976995468367e-03,7.490874529708119341e-05
8.250000000000000000e+02,9.059338840059936657e-03,1.031207898588477493e-04
8.260000000000000000e+02,8.006147122743228692e-03,9.880792365720247167e-05
8.270000000000000000e+02,1.498146654424568035e-02,1.383516108422664617e-04
8.280000000000000000e+02,6.983158833185831686e-03,9.475441689827459072e-05
8.290000000000000000e+02,1.296246714147428723e-02,1.312539074072976151e-04
8.300000000000000000e+02,1.181208110102762755e-02,1.256768412727421642e-04
8.310000000000000000e+02,2.230054497006038819e-02,1.759149357857561996e-04
8.320000000000000000e+02,4.346737992006043973e-03,6.235591644001771308e-05
8.330000000000000000e+02,7.776706776109834802e-03,8.707289072833105487e-05
8.340000000000000000e+02,6.611232312296828027e-03,7.922826544486055798e-05
8.350000000000000000e+02,1.225162966566781253e-02,1.131040458902246511e-04
8.360000000000000000e+02,5.536956081253786681e-03,7.685675493501307359e-05
8.370000000000000000e+02,1.011435366051892382e-02,1.064689455081268822e-04
8.380000000000000000e+02,9.044043454031149357e-03,1.013869099727380928e-04
8.390000000000000000e+02,1.680467628393322171e-02,1.409084513470029850e-04
8.400000000000000000e+02,4.617195828122397198e-03,6.614851484526931315e-05
8.410000000000000000e+02,8.302958821405966722e-03,9.218048014216973147e-05
8.420000000000000000e+02,7.238359970586995089e-03,8.678535871044204997e-05
8.430000000000000000e+02,1.346316364527990438e-02,1.232664621148413968e-04
8.440000000000000000e+02,6.220506592256327093e-03,8.383021248802152432e-05
8.450000000000000000e+02,1.139834948183347796e-02,1.153339923042027846e-04
8.460000000000000000e+02,1.041987438244124271e-02,1.108544856207984764e-04
8.470000000000000000e+02,1.953054778620600535e-02,1.555722471818963507e-04
8.480000000000000000e+02,4.257264282715817090e-03,6.156410790783614498e-05
8.490000000000000000e+02,7.645797652875383280e-03,8.658826811131975824e-05
8.500000000000000000e+02,6.671153041707972992e-03,8.207939298313080326e-05
8.510000000000000000e+02,1.228928185793260776e-02,1.156919747190144460e-04
8.520000000000000000e+02,5.485503720516959544e-03,7.593982451248321034e-05
8.530000000000000000e+02,1.007938075603296429e-02,1.067526242408958016e-04
8.540000000000000000e+02,9.215018497792383870e-03,1.036101219240908786e-04
8.550000000000000000e+02,1.701708481355259858e-02,1.421476991232757843e-04
8.560000000000000000e+02,4.688047238724926853e-03,6.857248295249968116e-05
8.570000000000000000e+02,8.509236916924517100e-03,9.551675901893635109e-05
8.580000000000000000e+02,7.540283411766091765e-03,9.155788596106348247e-05
8.590000000000000000e+02,1.410091949436813666e-02,1.317779009301450169e-04
8.600000000000000000e+02,6.369089796865979973e-03,8.691002003685128075e-05
8.610000000000000000e+02,1.191607600642989075e-02,1.208054584634624042e-04
8.620000000000000000e+02,1.104278761806587461e-02,1.175252019026655498e-04
8.630000000000000000e+02,2.074830517950157494e-02,1.648817743621737984e-04
8.640000000000000000e+02,4.116639786735177067e-03,6.213178154613024072e-05
8.650000000000000000e+02,7.407799979435900940e-03,8.550092438197851887e-05
8.660000000000000000e+02,6.432537001681824275e-03,8.156874613777041338e-05
8.670000000000000000e+02,1.182092547424137656e-02,1.118974316880346192e-04
8.680000000000000000e+02,5.254568296832342819e-03,7.439202355790511321e-05
8.690000000000000000e+02,9.654866166549425088e-03,1.032463380644494207e-04
8.700000000000000000e+02,8.736744900171955486e-03,9.865403066270660745e-05
8.710000000000000000e+02,1.621967305101454371e-02,1.368431955056833020e-04
8.720000000000000000e+02,4.433469146018226802e-03,6.777833106064503081e-05
8.730000000000000000e+02,8.044351030128698080e-03,9.348191179739950027e-05
8.740000000000000000e+02,7.037794784059127513e-03,8.915746658246286526e-05
8.750000000000000000e+02,1.314761098931233052e-02,1.261782234483048188e-04
8.760000000000000000e+02,6.047166135186950696e-03,8.431774637435301436e-05
8.770000000000000000e+02,1.113360091457764323e-02,1.156058767061781019e-04
8.780000000000000000e+02,1.023388801313936634e-02,1.122941446138427438e-04
8.790000000000000000e+02,1.911720821389307698e-02,1.561679225864197199e-04
8.800000000000000000e+02,4.121084606672326643e-03,6.039835636687475762e-05
8.810000000000000000e+02,7.474809044922391989e-03,8.719693358492270360e-05
8.820000000000000000e+02,6.539302051365375804e-03,8.112831862075190674e-05
8.830000000000000000e+02,1.213707315139472484e-02,1.162312208352959784e-04
8.840000000000000000e+02,5.430206133971611504e-03,7.705468895895910828e-05
8.850000000000000000e+02,1.011060540873557310e-02,1.098268386053512463e-04
8.860000000000000000e+02,9.140553525375823621e-03,1.041513796742494911e-04
8.870000000000000000e+02,1.715919562388211472e-02,1.476952596928447173e-04
8.880000000000000000e+02,4.752911654176811100e-03,7.382642582921446759e-05
8.890000000000000000e+02,8.616571671925485690e-03,1.014762209564202904e-04
8.900000000000000000e+02,7.682545920064051681e-03,9.788644849660253170e-05
8.910000000000000000e+02,1.440432644943396255e-02,1.390080626572278572e-04
8.920000000000000000e+02,6.649109131246805360e-03,9.345561433310328758e-05
8.930000000000000000e+02,1.242191606187572142e-02,1.302602406623970641e-04
8.940000000000000000e+02,1.137585942871868587e-02,1.244671606057020090e-04
8.950000000000000000e+02,2.164103249855339403e-02,1.766919742829819345e-04
8.960000000000000000e+02,4.006380553313841283e-03,5.795843345991130507e-05
8.970000000000000000e+02,7.205510760943095033e-03,8.126440573602569596e-05
8.980000000000000000e+02,6.173964614737778578e-03,7.470104211173489103e-05
8.990000000000000000e+02,1.139408961225301005e-02,1.062324222209555947e-04
9.000000000000000000e+02,5.137129648706565722e-03,7.266195540474778896e-05
9.010000000000000000e+02,9.377807271902759145e-03,1.001559994605841382e-04
9.020000000000000000e+02,8.335236354749649135e-03,9.322951598008789138e-05
9.030000000000000000e+02,1.563191796395927563e-02,1.321452076759226449e-04
9.040000000000000000e+02,4.320954230291148244e-03,6.575987950857499660e-05
9.050000000000000000e+02,7.808630430164436621e-03,9.080261153766591372e-05
9.060000000000000000e+02,6.758017254161337653e-03,8.365273935410478623e-05
9.070000000000000000e+02,1.260549544611324832e-02,1.181017219509480253e-04
9.080000000000000000e+02,5.879928903207183068e-03,8.215735570068967994e-05
9.090000000000000000e+02,1.082646902084350576e-02,1.128970102503893774e-04
9.100000000000000000e+02,9.837377878638605896e-03,1.079580267283488352e-04
9.110000000000000000e+02,1.846256518832097362e-02,1.508479382454480915e-04
9.120000000000000000e+02,3.963206767377753723e-03,6.008689034949326311e-05
9.130000000000000000e+02,7.137202865431705942e-03,8.336661216187686823e-05
9.140000000000000000e+02,6.205411133679250915e-03,7.964885388054318387e-05
9.150000000000000000e+02,1.142970109016945048e-02,1.097596590407455509e-04
9.160000000000000000e+02,5.201086516653498359e-03,7.476290464564498868e-05
9.170000000000000000e+02,9.552023394865294739e-03,1.034510058557347028e-04
9.180000000000000000e+02,8.609563990272581582e-03,9.923189014575091796e-05
9.190000000000000000e+02,1.604570924519250694e-02,1.381048652851840847e-04
9.200000000000000000e+02,4.458971733128031315e-03,7.091684146132010689e-05
9.210000000000000000e+02,8.049872965738176511e-03,9.510497930373701012e-05
9.220000000000000000e+02,7.208691954153279534e-03,9.365637543671158501e-05
9.230000000000000000e+02,1.330798786334693416e-02,1.280066903566505693e-04
9.240000000000000000e+02,6.137036906915406716e-03,8.688080753900068393e-05
9.250000000000000000e+02,1.139369715766360390e-02,1.183069606973761317e-04
9.260000000000000000e+02,1.057682410019139367e-02,1.175959935834025799e-04
9.270000000000000000e+02,1.986832617383450100e-02,1.628061558405663218e-04
9.280000000000000000e+02,3.825757752129186999e-03,5.798976587548753775e-05
9.290000000000000000e+02,6.943420988706251046e-03,8.048504302504641561e-05
9.300000000000000000e+02,5.894910141148915206e-03,7.341722011391437830e-05
9.310000000000000000e+02,1.107425204371412578e-02,1.055882753922679019e-04
9.320000000000000000e+02,4.902534400330235166e-03,6.975884346742545334e-05
9.330000000000000000e+02,9.070229746115704775e-03,9.767011668104329106e-05
9.340000000000000000e+02,8.147337324265389868e-03,9.280012512118830496e-05
9.350000000000000000e+02,1.526483265572537926e-02,1.301598400058011622e-04
9.360000000000000000e+02,4.193225023883084823e-03,6.505121572997556135e-05
9.370000000000000000e+02,7.518911133060852785e-03,8.822717146233436921e-05
9.380000000000000000e+02,6.622984212053318644e-03,8.394011794041673663e-05
9.390000000000000000e+02,1.227255320280790270e-02,1.173042389467215404e-04
9.400000000000000000e+02,5.768495752153297330e-03,8.154044950503193292e-05
9.410000000000000000e+02,1.057736331445475499e-02,1.116256804763406969e-04
9.420000000000000000e+02,9.762722403978308858e-03,1.086411722805888619e-04
9.430000000000000000e+02,1.825817631314198206e-02,1.511139512496720782e-04
9.440000000000000000e+02,3.907287598090867370e-03,5.953049180888182848e-05
9.450000000000000000e+02,6.992041466993590554e-03,8.233722114487715816e-05
9.460000000000000000e+02,6.096431795445581177e-03,7.721101333911293922e-05
9.470000000000000000e+02,1.133785929041604239e-02,1.109974599104734553e-04
9.480000000000000000e+02,5.143043377399444949e-03,7.438224554914090977e-05
9.490000000000000000e+02,9.448309135039648088e-03,1.040360904915266438e-04
9.500000000000000000e+02,8.494002845349410760e-03,9.771987964205546180e-05
9.510000000000000000e+02,1.601441961595167704e-02,1.397697625743226811e-04
9.520000000000000000e+02,4.398021292947232666e-03,6.993848260129446458e-05
9.530000000000000000e+02,7.953791248537600209e-03,9.491688585088544098e-05
9.540000000000000000e+02,7.114793124633530391e-03,9.327944116086841488e-05
9.550000000000000000e+02,1.326033325117081420e-02,1.298100046245490404e-04
9.560000000000000000e+02,6.197277063752213745e-03,9.025541582015102606e-05
9.570000000000000000e+02,1.154772338885813945e-02,1.236118221741086402e-04
9.580000000000000000e+02,1.076372284814715308e-02,1.213460928276879463e-04
9.590000000000000000e+02,2.032198295585811026e-02,1.695642862758873863e-04
9.600000000000000000e+02,3.681730914581566975e-03,5.439895480833858445e-05
9.610000000000000000e+02,6.683274737323324256e-03,7.671154011477812965e-05
9.620000000000000000e+02,5.761319990921765638e-03,7.330376162342243699e-05
9.630000000000000000e+02,1.066383198012908241e-02,1.022879359483893258e-04
9.640000000000000000e+02,4.778597602838029375e-03,6.831061129309798363e-05
9.650000000000000000e+02,8.819582543993989901e-03,9.653338224971331951e-05
9.660000000000000000e+02,7.894819046277552071e-03,9.118010209724197442e-05
9.670000000000000000e+02,1.481958689076205010e-02,1.282351543719765271e-04
9.680000000000000000e+02,4.051723953162630551e-03,6.216785007260732009e-05
9.690000000000000000e+02,7.321182193197309576e-03,8.578397337459278921e-05
9.700000000000000000e+02,6.419917614385485874e-03,8.188846388747551028e-05
9.710000000000000000e+02,1.189088514860719460e-02,1.139186719967945978e-04
9.720000000000000000e+02,5.534813348216314696e-03,7.763313173903742411e-05
9.730000000000000000e+02,1.021482249550521339e-02,1.076116540458368957e-04
9.740000000000000000e+02,9.328254846930504260e-03,1.035506366319615133e-04
9.750000000000000000e+02,1.756813576360543444e-02,1.453735473603236976e-04
9.760000000000000000e+02,3.791412064308921550e-03,6.073069670897588085e-05
9.770000000000000000e+02,6.786481952567895680e-03,8.254012254255888340e-05
9.780000000000000000e+02,5.893803294549385292e-03,7.812472684157531619e-05
9.790000000000000000e+02,1.086272948394219166e-02,1.086165143566181343e-04
9.800000000000000000e+02,4.905231735594570847e-03,7.388706725778994668e-05
9.810000000000000000e+02,8.989433509558438645e-03,1.015367606531436062e-04
9.820000000000000000e+02,8.116686599676807903e-03,9.697389726050131202e-05
9.830000000000000000e+02,1.524746090446909251e-02,1.359876151467154237e-04
9.840000000000000000e+02,4.172198437439898766e-03,6.687372490002529567e-05
9.850000000000000000e+02,7.585519538670777891e-03,9.258051428685036793e-05
9.860000000000000000e+02,6.731239259839058228e-03,8.742104769502791509e-05
9.870000000000000000e+02,1.264312357727438198e-02,1.247570883428097369e-04
9.880000000000000000e+02,5.943189189347128018e-03,8.784112312947146394e-05
9.890000000000000000e+02,1.112522524269918614e-02,1.219167229549462369e-04
9.900000000000000000e+02,1.023586105948934982e-02,1.162014068201429562e-04
9.910000000000000000e+02,1.927459991445144155e-02,1.620940239331322740e-04
9.920000000000000000e+02,3.630706258484473013e-03,5.701057551052034802e-05
9.930000000000000000e+02,6.519067125171422623e-03,7.805088484540656740e-05
9.940000000000000000e+02,5.689088350528229837e-03,7.512419047352622797e-05
9.950000000000000000e+02,1.047682129713396228e-02,1.041408812545204909e-04
9.960000000000000000e+02,4.784030956570059154e-03,7.316937030903357647e-05
9.970000000000000000e+02,8.768184305975834994e-03,9.912487858747949748e-05
9.980000000000000000e+02,7.861380860141167770e-03,9.432202556678780483e-05
9.990000000000000000e+02,1.475502143794049821e-02,1.311532703416133899e-04
1.000000000000000000e+03,3.962547695351143276e-03,6.375256118719294313e-05
1.001000000000000000e+03,7.212066278271376911e-03,8.876236758668197406e-05
1.002000000000000000e+03,6.303501599915325299e-03,8.279177693018355949e-05
1.003000000000000000e+03,1.179614357193311050e-02,1.163382632869093065e-04
1.004000000000000000e+03,5.593636810109018850e-03,8.268463139275724727e-05
1.005000000000000000e+03,1.041837476683159583e-02,1.152001972307514332e-04
1.006000000000000000e+03,9.421994300323227600e-03,1.088629248893383092e-04
1.007000000000000000e+03,1.784284467611461922e-02,1.520798612711697856e-04
1.008000000000000000e+03,3.745188245624303872e-03,5.966673847732492577e-05
1.009000000000000000e+03,6.762294084578752279e-03,8.213732007203943235e-05
1.010000000000000000e+03,5.894896337327857651e-03,7.839927267880754532e-05
1.011000000000000000e+03,1.095175410406043146e-02,1.108574618318173627e-04
1.012000000000000000e+03,5.022207390069961461e-03,7.788527801209605501e-05
1.013000000000000000e+03,9.316404230905076661e-03,1.077890005110515630e-04
1.014000000000000000e+03,8.412908849455415922e-03,1.021477250279528322e-04
1.015000000000000000e+03,1.588547748288760691e-02,1.436645736501425776e-04
1.016000000000000000e+03,4.254030750269690783e-03,7.010470602279853848e-05
1.017000000000000000e+03,7.803379156539837561e-03,9.727069531861507173e-05
1.018000000000000000e+03,6.931637627184391269e-03,9.313399247557606505e-05
1.019000000000000000e+03,1.310580304464946215e-02,1.324393371977181631e-04
1.020000000000000000e+03,6.116456277544300192e-03,9.376838821190091320e-05
1.021000000000000000e+03,1.161453654916336058e-02,1.298272854249733451e-04
1.022000000000000000e+03,1.053812215701987326e-02,1.224449405397545136e-04
1.023000000000000000e+03,2.021109013860424367e-02,1.729407121774070074e-04
