n,alpha,m,exists,witness
5,5/4,72,1,014302134012304132403120432103420143024132043124013420314021304231024132
5,5/4,73,1,0132410231420134021432041230142031243021340123042103240134203140213041234
5,5/4,74,1,01240321042301432041234021304231403210431203421302410321402310432013402143
5,5/4,75,1,014203410231403241302143201340231420341230421032401234102431204130214031243
5,5/4,76,1,0142310241304210324013420314021304123401324102314032104230143204130214031243
5,5/4,77,1,01230421034120431024132014302134012431042301432041234013241034213024312041324
5,5/4,78,1,014231024132043124013420314021304120342104320134023142034102431204130214031243
5,5/4,79,1,0134203140234120431024130423140321043120342130241032143012340213041203421043124
5,5/4,80,1,01230413201423102413042103240123410243120413021432013402310421302410342014302134
5,5/4,81,1,013421043120341024301423104321403124302134201432104230124031420134021430123410324
5,5/4,82,1,0143204123402143012403142304132401234102431204130214320134210431203410231403210423
5,5/4,83,1,01234103214302413201423102430123402130412034210431240132041234021430124031423041324
5,5/4,84,1,012304132014231024130421032401234102430142034123042134023142013240312041302431042134
5,5/4,85,1,0142310432013402143012403210431203410231420132403120432140234120314230413240123410243
5,5/4,86,1,01243102340132410342130243120413240123042134023104320134210324130423140213420143210423
5,5/4,87,1,012403214302413204310234120314230413201430213420312401320431024130423140213420143210423
5,5/4,88,1,0143204123402130423102430142034123042103240134203140234120432103420132403120413024310423
5,5/4,89,1,01243021403120413240123410321402310421302410342013240312043210341230421340231420132410234
5,5/4,90,1,013240314230412034210431240321430241320142310243012340214320134210324012304132014302410342
5,5/4,91,1,0123041320142310241304210324012341024301420312401320412301432103420132403120432140231042134
5,5/4,92,1,01432041302431042301240314201324102314032104312034102430142310432140234120431024130421034123
5,5/4,93,1,012304132014302410321402310432013402143012403210423140213420143024132043124013420314023410324
5,5/4,94,1,0124310421302410342013240312041302143201340231420341024301423104320134210324012304132014302134
5,5/4,95,1,01230413201423102430123402130412031423012403210423140213420312430142310432140312041302431042134
5,5/4,96,1,013402310432140312041302143201342104312034102314032413042310243014203124013204123402143012403142
5,5/4,97,1,0124031423041320143021340123042103240134203140213042310243014203410231403210431203421304123402143
5,5/4,98,1,01230421032401342031243021403241023401243104230143204130243120341023142013240312043210342014302134
5,5/4,99,1,012304132014231024130421032401234102430142031240132041230143210423140324130421034120432140231042134
5,5/4,100,1,0124302134203124013204123402143012403142304132014302410321402310421340124310234120432103420132410234
5,5/4,101,1,01234103214023104320134210324130423102430142031240132043102413042103240123410243120342104320142310243
5,5/4,102,1,014230413240312043210342014302134012304132014231024130421032401342031402130423102430142031240134210432
5,5/4,103,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302140312041302431042134
5,5/4,104,1,01234102430142310432140234120431024130423140321043124013420314021304120342104320134023104213024312041324
5,5/4,105,1,012403214302413204312401342103241302143204123014203410243012340213041203142301243104213024103420143210423
5,5/4,106,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302140312043210342014302134
5,5/4,107,1,01240321042301432041302140324102340124302134203140234103214301234021304120342104320142304132403142013402143
5,5/4,108,1,014302134012304210324013420312430142310432013421032413021432041234013241034213024310423014321034120431024132
5,5/4,109,1,0142031240132043102341203142301243104213402314203412301432041302431042301240321043120341023140324130421034123
5,5/4,110,1,01430213401243102341204321034201324031423041203421302410321430123402130412031402341032401342031243014231024132
5,5/4,111,1,012304132014302134012431042301432103412043102413042314021342014302410321402310432014230413240312043214023410324
5,5/4,112,1,0132410342130412031402134201432104231403241304210341204310234012430214031204130243104230124031420134021432041234
5,5/4,113,1,01230413240314230124310234013241034201430213401230421032413021432013421043120341023140321042301432041302431042134
5,5/4,114,1,012340213042314032410234013204123014203410243120413240123042134023142034123014321042314021304120342104320142310243
5,5/4,115,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302140312041324012341032140231042134
5,5/4,116,1,01420312430213420143210341204310241320142304120342104320134023142034102430142310432140234120314230124310234013204123
5,5/4,117,1,012304132014231024130421032401234102430142031240132041230143210341204310234013241034213024312041324031423012431042134
5,5/4,118,1,0134021430124031420132410342130412031423012431042134012304132403120432140231042130241034201432104231402130412034210432
5,5/4,119,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021403241023142013240312041302431042134
5,5/4,120,1,013402314203410243012340213041203142301240321430241320142310243012341032140231042130241034201430213401230421032413021432
5,5/4,121,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302140324102314203412301432041302431042134
5,5/4,122,1,01342104320142304120314021304231024132014302134012304210324130214320412340132410342014321042314032410234013204123014203124
5,5/4,123,1,012304210324013420314021304123401320431023412031423012403210423140213041203421043201423102430123402143204123014203124302134
5,5/4,124,1,0123041324031204321402310421302431203421043201340214301234102431204132401230421340231420341024301234021304231024132014302134
5,5/4,125,1,01340214301234102431204130214031243014203410231403210423012403142013241023401243021342014321034120431024132014230412034210432
5,5/4,126,1,012403142304120342130243104230143210341204310241304210324012341024312041302143201342104312403214302410342130412031402341032143
5,5/4,127,1,0142310432140312430213401230413201430241034201324031204321034123014203124013421043201423041203140213042310243012341032143024132
5,5/4,128,1,01320431023401243021342014321034120431024130421032401230413201423102430123410321402310432013402143012403210431203410243014203124
5,5/4,129,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423140324130421034123014203124302134
5,5/4,130,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420134021432041302431042134
5,5/4,131,1,01230413201430213420312401320412301420341024301234021304120314230124032143024103420143210423140213041203421043124013420314023410324
5,5/4,132,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420314023410321430123402130412031423012431042134
5,5/4,133,1,0123410243014203124013204310241304210324013420314021304120342104320134023142034123042134012430214032413042310243012340214320134210324
5,5/4,134,1,01230421034120431024132014231043214031204130214320134023104213024103214023412031423041324012341032143024132014230412034213024312041324
5,5/4,135,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013402143204123014203124302134
5,5/4,136,1,0124302134203140234120432103420143021340124310234120314021342014321034123042134023142013240312043214023412031423012403214302413204310234
5,5/4,137,1,01423041203421302431204132401234102430142034123042134023142013240312041302140324102314203412301432104231402130412340132043124032143024132
5,5/4,138,1,012341032401342031402130412340132410231403210431240132041230142031243021340123041320142310243012340213042314032413021432013421043124032143
5,5/4,139,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410342130412031423012431042134
5,5/4,140,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201340214301234103240134203124302134
5,5/4,141,1,013402314203412301432041302431203421043201423102413042103240123041320143021340124310234120314021304123401320431240321430123410243120413021432
5,5/4,142,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124310234120314230413240312043210342014302134
5,5/4,143,1,01420341024301234021304120314023410324012304210341204310234013241034213041203142301243104213402314203410243120413021403241023142013402143204123
5,5/4,144,1,012431042130241034201432104230124032143024132043102341203140213420143024103421304123402143204130243120341023142013402143012403142304132014302134
5,5/4,145,1,0143204130214031243014231024132014302134203124013204123402130423140324102340124302134201432104230124031420134023104213024103420143021340124310423
5,5/4,146,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240321430241320142304120342130241032140231042134
5,5/4,147,1,012430214032413042103412043102413201423041203421043124013420314023412043214031243014231024132014302134012304132403120432103412301432041302431042134
5,5/4,148,1,0124302134203124013204123014203410231403210423012403142013241023401243021403241304210341204310234013241034201430213401243104230143204130214032410234
5,5/4,149,1,01423104321402341032401342031402130423102413201430213420312401320412301420341023140321042301243102341204321034201430213401243104230143204130214031243
5,5/4,150,1,012341032140231043201340214301240321042314021342031240132043102341203142301240321043120341024301234021432041302431203421043201423041203140213042310243
5,5/4,151,1,0134210324130214031204321034201430241032140234120431024130423140321043120341023142013240312043214023104213024312034210432014231024130421034123014203124
5,5/4,152,1,01420312401342103241304231402134201430241032140231042130243120341023140321042301240314201324102340124302134201432103412043102413042314032410234013204123
5,5/4,153,1,013241034213024312041324031423012431023412043210342013241023401243021403120413024310421340123041320143024103214023104213024312034102314032413021432041234
5,5/4,154,1,0123402130412031423012403210431203410231403241304231024301234021432041230142034102431204130214320134023142034123014321042314032410234012431042130241032143
5,5/4,155,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102340124310423014320412340132410342014302134
5,5/4,156,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301423104321403124302134
5,5/4,157,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410342130412031423012431023412043210342014302134
5,5/4,158,1,01240314201324102314032104230124310234013204123014321042314021304120314230124032104312034102314032413021432013402310421302431203421043201423041324012341032143
5,5/4,159,1,012304132403120432103412301420312430213401230421032413021403124301420341023140321043120342130241032140231043201342103240123041320142310432140312041302431042134
5,5/4,160,1,0132043102340124302140312043210342014302413204312401342103241302140312041324012341032140231043201423041203140213042310243014203410231403241302143204123014203124
5,5/4,161,1,01324102340124302134203140234103214301234021304231403210431203410243014231043201340214301234103240134210432014231024132043124032143024103421304123402143012403142
5,5/4,162,1,014231024132014302134012304132403142013402310432014230412031402130423102413204312401342104320142310243012341032143024132043102341203142301240321042314021342031243
5,5/4,163,1,0143210341230142031243021340123041324031420134023104213024103214301234021304120314023410324012304132014231024130421032401342031402130412340132043102413042314021342
5,5/4,164,1,01432041234021430124031423041320143021340123042103412043102340124302140312041302431042134012304132014231024130421032401234102430142031240134210431203410231403210423
5,5/4,165,1,012304132014302410342130412340214320134210324012341024301420341230421032413021432041234013241034201432104231402130412034210431240321430241034201324031423012431042134
5,5/4,166,1,0134210324012304213402310432014230413240314201340214301240321042301432041302140324102340124302134203140234120432103420143024132043124013420314021304231024301234021432
5,5/4,167,1,01320412340213042310243012341032401342031402341204321403124301420341230421032413021403120413240123042134023104321403124302134203140234103214302413201423041203421043124
5,5/4,168,1,014203410231403210431203421304123402143201342103240123041320143021340124310421302410321430124031420134021432041234013241034201432104231403241304210341204310234013204123
5,5/4,169,1,0124310234120432140312430142310432013421032401230413201430213420312401320431023412031402134201432104230124031420134021432041302431042134012430214031204321034201324031423
5,5/4,170,1,01432104230124031420132410234012431042301432041302431203421304123401320431023412031423012403210423140213420143024103421304123402143204130243120342104320142304120314021342
5,5/4,171,1,012430213420143210423140324102340132043124032104230124310234120314021304123401320431024130421032401234102431203421043201423102430123402143204130243104230143210341204310234
5,5/4,172,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203421302410321430123402130412031423012431042134
5,5/4,173,1,01420312401320412301432104231402130412031423012403210431203410231403241302143201340231042130241032140234120314230124032143024103420132403120432140234103240134210431203410243
5,5/4,174,1,012341032140231042134012430214032410234013204123014321034120431024132014302134012304132403120432140231042134012431023412031423012403214302413204312401342103241302140312041324
5,5/4,175,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103240134203124302134
5,5/4,176,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430142310432140312041324012341032140231042134
5,5/4,177,1,013204123014321034201324102314032104312034213041234013204312403214301234021304231403241302143201342103240123042134023104321403124302134203140234103240134210431203410243014203124
5,5/4,178,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243014231043201340214301234103240134203124302134
5,5/4,179,1,01234102430142034123042134023104320142304120342130241032140231042134012431023412031402130423102430123402143204130243104230124031420134021430123410243120342130412340214320134210324
5,5/4,180,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314230124310234120432140231042134
5,5/4,181,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203142301243102341204321403124302134
5,5/4,182,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031423012431023412043210342014302134
5,5/4,183,1,012304132403142301243102341204321034201430241320431240134203140213042310241320142304120314023410321430123402130412034210431240132041230142031243021403241023142013240312041302431042134
5,5/4,184,1,0134021432041302431203410231420132410342130412031423012403210431203421302431042301432041234021430124031420132410231403210431203410243012340214320412301420312401342104320142304132403142
5,5/4,185,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412034210432013402310421302410342014302134
5,5/4,186,1,013421032401234102430142310432140312430213401230421034120431023401324103421304123402143204130243120341023142013402143012341032401342031402341204321403124302134201432103412304213402310432
5,5/4,187,1,0123041324031204321034123042134023104320134210324012341024312034213024103214023412031423012431023401320412301432103420132403120432140234103240123041320143021340124310234120432140231042134
5,5/4,188,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032401230421034120432140231042134
5,5/4,189,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410324012304210341204321403124302134
5,5/4,190,1,0143204123401324103420143024132043102341203140213041234013204312403214302413201423102430123402143201342104312401320412301420312430213420143210423140324130214320134023104321403120413024310423
5,5/4,191,1,01243021403120413240123042134023104321403124302134012304132014302410342013240314230124310234013241034213041203140234103240134210432014230413240123410321402310421302410342014321042314032410234
5,5/4,192,1,014231043214023412031423041320143024103214023104320134021430124031420132410342130412031402341032401230413201423104321402341204310241304231403210431203421304123401320431240321042314021342031243
5,5/4,193,1,0132403120413024310423014320412340214301240314230413201430241032140231042134012431023412031402134201430241034213041234013204312403210423140213420312430142310241304210341204321402310421302410342
5,5/4,194,1,01234102431203421304123401320431023412031423012403214302413201423102430123402130412034210432014230413240123410321402310421302431203410231420132403120413024310421340123041320142310432140312041324
5,5/4,195,1,012341032140231043201342103240123410243120413021403124301420341023140324130421034120431024132014231043214023412031423012431042130241032140231043201423041324031204321402341032401342104320142310243
5,5/4,196,1,0132043124032143012340213041203140234103240123042103412043214023104213401230413201430213420314023412043214031243021340123042103241302143204123402130423102430142034123042134023142013241034213041234
5,5/4,197,1,01230413201423102413042103240123410243120413021403124301423104321402341032401342031243021340123041320142310243012340214320134210324012304213402310432014230412034213024312041324012341032140231042134
5,5/4,198,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410324012304213402310432140312041302431042134
5,5/4,199,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103240123042103412043102340132410342014302134
5,5/4,200,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410342014302134
5,5/4,201,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430241320142304120342130241032140231042134
5,5/4,202,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103240123042134023142013240312043210342014302134
5,5/4,203,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310432140312041302431042134
5,5/4,204,1,012431042130241032140231043201423041324012341024301423104321403124302134012304210324130214320412340132410342130412031402134201432103412043102413042103240134203124302140324102314203412301432103420132410234
5,5/4,205,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340214320412340132410342014302134
5,5/4,206,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143024132043102340124302140312043210342014302134
5,5/4,207,1,013421032401234102431203421043201423102413204312403214302410342013240314230124310234120432103420143024103214023104320142304120314021304231024301420312401320431024130421032401230413201423104321403120413021432
5,5/4,208,1,0124310421302410321402310432013421032401230413201423102430123402130423140321043124013204123014203124302140324102314201324031204321034123014320413024310421340123041320142310241304210324012341024312041324031423
5,5/4,209,1,01324031204130243104230143210341230421340124302140312041324012304210324130214320134023142034102431204132403142304120342130243104230124032143024103421304120314230124310234013204123014203124013421043120341023142
5,5/4,210,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031423041203421043124013204123014203124302134
5,5/4,211,1,0143024132043124013420314023412043102413042314021342031240132043102340124302140312043210341230142031243021340123041320143024103421304120314021342014321034120431024130423140324102340124310423014320412340132410342
5,5/4,212,1,01320412301420312430214032410234013204310241304210324013420312430142310241320431240321042301432041302431042134023142034102431204132401234103214302413204310234120314230124032104312034102314032413021432013421043124
5,5/4,213,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024312041324031423012431042134
5,5/4,214,1,0123041320142310432140312041324012304213402310432013421032401234102431203421043201423041203140213042310241320143021340123041324031204321034123014203124013204123402130423102413204312403214301234103240134203124302134
5,5/4,215,1,01240321043120341024301420312401342103241304231402134201430241320431023401324103420143210423012403142013402143204130243120341023142013240312043210342014302134012304132403142301243104213402314201324103421304123402143
5,5/4,216,1,012340213042314032104312034102314201340214301240314230412034210431240321430123410243120342130241032140231042134012430214032410234013204310241304210324012341024312041324031423012431023401324103420143024132043124032143
5,5/4,217,1,0134203124302134012304132014302410342013240314230124310234013204123014203124013421043120341023140321042301240314201324102340124302134201432103412043102340132041230142034102314032104312034213041234013204310241304210324
5,5/4,218,1,01432041302431203410231403241302143204123402130423102413204312403210423140213041234013204310234120314021342014321034123014203124013421043201423041203140213042310243012340214320134210324130214031243014231024130421034123
5,5/4,219,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023401243104213024103420143021340123041324031423012431023401320412301432104231402134201430241032140231042134
5,5/4,220,1,0134203140234103240123042134023104320134210324130214320412340132410231403210423014320413021403120432103420143024103214023104213401230413201423102413042103240123410243014203124013204123014321034120431024130423140321043124
5,5/4,221,1,01430213401230413201423102430123410324013420314023412043214031243021340123042103241302140312043210341230142031240132043102340124302140312041302431042134023142034123014320413021403241023401243104213024103214023412043210342
5,5/4,222,1,012304132014302410342130412031402341032143024132014231043214031243014203410231403210431240132041230143210423140213041203421043124032143024132043102341203142304132401234103214301240314201340231043214031204130214320134210324
5,5/4,223,1,0134023104320142304132403120432103420132410231403210423014320413021403124301420341230421340124310234120314230124032143024132043124013421032413021432041230142031243021340123041324031423012431023401324103420143210423012403142
5,5/4,224,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034213024103214023104320134210324130423102430123402130412031402341032401230421034120432140231042134
5,5/4,225,1,013204123014203124013421032413021403120413240123042103412043102340124302134201432103412301420312401320412340213042310241320142304120314021342014302410321402310421302431203410231420134021432041234013241034201432104230124310234
5,5/4,226,1,0143210342013240312043214023104213024103420143210423140213041234013204312403214302413201423102430123402130412031402341032143012403142013241023140321042301243102340132041230142031243021340123041324031423012431042134023142034123
5,5/4,227,1,01243104213402314203410243012340213041203142301243104213024103214301234102431204132403142013402143204123014203124013204310241304231403210431240134203140213042310243012341032143024132014231043214031243021342014321042314032410234
5,5/4,228,1,014302413204310234120314230413240123410243120342104320142310243012341032401342031243021403241304231402134201430241034213041203140234103214302413204312401342103241302143201340231420341230143210423140324102340124302140312043210342
5,5/4,229,1,0124032104230143204123401324102314201340214320413024312034102314032104230124031420132410234012431042134023142034102430123402130412031402341032143012403142013241034213024310423012403214302413201423102430123410321402310432013402143
5,5/4,230,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142304132403120432140231042134
5,5/4,231,1,013402143012403142304132401234102431203421304123401324102314032104312401320412340214320134210324130214031204132401230421034120431023401243021342014321042301240321430241320431240134210432014231024130421034123014320413021403241023142
5,5/4,232,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230413240312043210342014302134
5,5/4,233,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301243102340132410342014302134
5,5/4,234,1,014231024301234103240134210432014230412031402130423102413201430213401230413240312043210341230142031240132041234021304231024132043124013420314021304120342104312403214301234021304231403210431203410231420132403120432140231042134012304132
5,5/4,235,1,0123041320142310432140234103240123042103412043102340124302134201432103412301420312401320412340213042310241320142304120314021342014302410321402310421302431203410231403210423012403142013241023401243021403120432103412301432041302431042134
5,5/4,236,1,01432104231403241302143201342103240123410243014203412304213402314201324031204130214032410231420341230143204130243104213401230413201423102413042103240123410243014203124013204123014321034120431023401324103420143021340124310234120314021342
5,5/4,237,1,014203410231403210423012431023401324103421304120314230124032104312034102430123402130412034210431240134203140213042310243014203410231403241302143201342103240123041320142310432140312041302431042134023142034102431204132403142013402143204123
5,5/4,238,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124310234013204123014203124302134
5,5/4,239,1,01432104231402130412340132410342130243104230124031420134023104213024103214023412043210342014302134012304132403120432140231042134012430214031204132401230421340231043214031243014231024132014302134203124013204310241304231403241023401243021342
5,5/4,240,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423041324031204321034123014203124302134
5,5/4,241,1,0132410231403210431203421302431042301240314201324103421304120314023410324012304132014231024130421032401342031243014231043201340214301234102431203421043201423041203140213042310241320143021340123041324031204321034123042134012431042301432041234
5,5/4,242,1,01420312401320412301432103420132403120413024310423014320412340213042310241320142304120342130243120413240123042103241302140312043210341230142031243021342014321042314021304123401324102314203412304210324130214031243014231043201342103240123410243
5,5/4,243,1,012403214302413204312401342103241302143204123401324102314032104230124031420132410342130412340214320134210324012304132014231024130421034120431023401243021342014321034123014203124013204123402130423102413201430213401243104213024103214023412031423
5,5/4,244,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230413201430241034201324031423012431042134
5,5/4,245,1,01340231042130243120413240314201340214301234103240134203124301423102413042103240123041320142310432140234103240134210431203410231403210423012403142013241023401243021342014321034120431023401320412301420312401342104312034102430123402130412034210432
5,5/4,246,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423012403214302410342013240312041302431042134
5,5/4,247,1,0134023104213024312041324012304210341204310241304231402134201432103412304213401243104230143204130214031204321034123014203124013204123402130423102413201423041203140213420143024103214023104213024312034102314032413042310243014203124013421032413021432
5,5/4,248,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321043120341024301423104321403124302134
5,5/4,249,1,013204123014203124013421032413021403120413240123042103412043102340124302134201432103412301420312401320412340213042310241320142304120314021342014302410321402310421302431203410231403210423012403142013241023401243021342031240132043102413042314032410234
5,5/4,250,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104312034213041234021432041302431042134
5,5/4,251,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021342014321034123014203124302134
5,5/4,252,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423012403210431203410231420132403120432140231042134
5,5/4,253,1,0123041320142310241304210324012341024301420312401320412301432104231403241302143201340231420341230421340124310234120314230124032104231402134203124302140324102314201324031204321034201430213401230413240314230124310234120314021342014321034123014203124302134
5,5/4,254,1,01230413201423102413042103240123410243014203124013204123014321034120431023401243021342014321042301240314201324102314032104312034102430123402130412031402341032143012403142013402143204123014203124013204310234012430214031204132401230421034120432140231042134
5,5/4,255,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430241320142310243012341032401342031402130423102413201423041203421043124013204123014203124302134
5,5/4,256,1,0123041320142310241304210324012341024301420312401320412301432103412043102340124302134201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104312034102430142310432140312041302431042134
5,5/4,257,1,01340214301234102431204130214032410234013204123014203124013421043201423041203421302410321402341204321034201324102314032104312034102430123402130412031402341032143012403142013402310421302410321402341203142301240321042314021304123401324103420143210423012403142
5,5/4,258,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423012403210431203410231403241302143204123014203124302134
5,5/4,259,1,0132410231403210423012431023412031423041320143021340124310423014321034201324102314032104312401320412340213042314032413021432013421043120341023140321042301240314201340231042130241032140234120314230124032143024132014230412034213024312041324031420134021432041234
5,5/4,260,1,01230413240314201340231042130241034201432104230124031420132410231403210431203410243012340213041203140234103214301240314201340231042130241032140234120314230124032104231402130412034210431240132041230142031243021340123042103412043102340124302140312041302431042134
5,5/4,261,1,012304132014231024130421032401234102430142031240132041230143210341204310234012430213420143210423012403142013241023140321043120341024301234021304120314023410321430124031420134023104213024103214023412031423012403210423140213041203421043124013204123014203124302134
