n,alpha,m,exists,witness
3,7/4,106,1,0121012021020102120121012010210121021201020121021202101201021201210201202102010210120212012102010210120102
3,7/4,107,1,01021201210120102012102120102101202102010212021012102012021201210201021201210120210201021202101210201202102
3,7/4,108,1,012010212012102012021020102120121012010210120210201210120212010201202101201021012102120210120102120210201021
3,7/4,109,1,0121012010210121020120212012102120210121020102101202102012101201020120210120102120121021202102012101202120102
3,7/4,110,1,01202102010210121021201020120210121020120212012102010210120102120210121021201210120102120210201021201210120102
3,7/4,111,1,010210121020120212012101201020120210201021202101210201202120102101210212021020120210120102012021201210201202102
3,7/4,112,1,0120102120121012010201210212010210121021202101201021202102010210120210201210212010210120212010201210120210201021
3,7/4,113,1,01202101201020120212010210120210201210120212012102010212021012102120102101201020120212012101202102010212021012102
3,7/4,114,1,012021012102120210201202120102101210201021202101210201202101201020121012021020102101201021201210120212010210120102
3,7/4,115,1,0102101201020120212012102120102012021020121021202102010210121021202101201021201210120210201210212021020102101210212
3,7/4,116,1,01202102010212021012102120121012021201020120210121021201210120102120210201210212021012010201202101210212012101201021
3,7/4,117,1,012101202120121021202102012101202102010210121021202102012102120102101202102010210121020120210121021202102012102120102
3,7/4,118,1,0121021202101201020121012021201210201202101210201021012021020121021201021012021201210201202101210212010210120102012021
3,7/4,119,1,01210212021012010201202120102101202102010210121021201021012010201210212010201202101210201202120121012010210120210201021
3,7/4,120,1,010212012101201020120212012102120102012021020102120121012010212021020102101202120102012101202102012021201020121021202102
3,7/4,121,1,0120102012021012010210121020120210121021201210201202101201021201210212021012102012021020102101210212010201210212021020121
3,7/4,122,1,01202101201020120212012101201021012021201020121012010212021020121012021020102101201021202102012021012010201210120212012102
3,7/4,123,1,010201202101210201021201210120102120210201021012021020121012021201210201021012021201020121012021020102120121012010212021012
3,7/4,124,1,0120102120121020102101210201202120102012101202120121021202102010210121021201210201202120102012101202120121021202101210201021
3,7/4,125,1,01020121021201210120102120210201210120102101210212012102012021012102010210120102120210121021201210201021012102012021201021012
3,7/4,126,1,010212021020121012021201020120210201210212010210121020120210121021201021012010201202120121012010212021012102012021201020121012
3,7/4,127,1,0102101210201202102010210120212012101201021012102120102012101202120121021201021012010201202120102101210212010201210120212012102
3,7/4,128,1,01201021201210212021020120210121020102120210201210212012101202102012021201021012021020102101210212012101201021012021201210201021
3,7/4,129,1,012010201210212021012102010210120102012102120102012021020102101210212021020120212012101201021201210212021012102010210120102120121
3,7/4,130,1,0121021202102012101201020120210201210212021020102101202120121020102101210212021020121012010210120212010201202102010212021012010212
3,7/4,131,1,01202102012021201210201021012021020102120121020120210121021202101201020121021201021012021020102120121020120210201021202101201020121
3,7/4,132,1,012010201202120121020102101210201202102010210120102120210201202120121021201020120212010210120212012102012021012102120102012021020121
3,7/4,133,1,0120212010210121021202102012021012102120102101201020120210121020102101201021201210120102012021012102010212012101202120102012021020121
3,7/4,134,1,01201020121021202102012021012010212012101201020120210121021201021012102012021201210212010210120102012021012102120102101202102010212021
3,7/4,135,1,012010212012101201020120210201210120102120121020120210120102012101202102010212021012010201210212021012102012021012010201210120210201021
3,7/4,136,1,0120212010210121020102120210201202101210201021012010201210120210201210212010201202102010212021012102010210120212012101202102012102120102
3,7/4,137,1,01202120102012021012102120121012021201020121021202102012021201021012021020102120210121020120212012102010212021020121021201210120210201021
3,7/4,138,1,012021020121012010201202120102101201020121012021020102101202120102012101202120121021201020120210120102120210121021201021012102012021201021
3,7/4,139,1,0121020102120210120102012021020121021201020121012021201210212010210120102012021201210201021012021201020121012021201210212010210120102012021
3,7/4,140,1,01201020120212012101202102010212012102010210121021201210120102101210212021012010201210120210201210212021012102010210120102120121012021201021
3,7/4,141,1,010210120212012102012021201020121021202102010210121021201210120102120210201021012021201210201202101210201021012010201202120121012021020120212
3,7/4,142,1,0102120210121021201020121012010210121020102120210201202101201020121012021020120212012101201020120212010210120212012101202102012021201021012102
3,7/4,143,1,01202120121012021020102101210212010201202120121021201021012102012021201210120102012021012102120102012021201210120102120121020120210201021012102
3,7/4,144,1,012102120210120102012101202120102101202102010212012102010210120212010201202101210212012101201021012021020102120121021202101210201021012021201021
3,7/4,145,1,0102120121021202102010210120102012021020121021202102010210120210201210212010210120212012102012021201020121021202102010210120210201210212021012102
3,7/4,146,1,01202102010210120102120121020102101202120121012010212012102010212021012010201210120210201202120121020102101201021202101210212010201210212021020121
3,7/4,147,1,010201210212021020121012021020102101201020120210201210212021012010210121020102120210201202120102101210212012102012021201210120102120210201210120212
3,7/4,148,1,0120102120121021202101210201021202101201020120212010210121020102120121021202101210201021202101201021201210120210201021012102120210120102120210201021
3,7/4,149,1,01202120102101201020120210121020120212010201210120210201021012102012021012010210121021202102012021201210212010201210120102120121020120210201021012102
3,7/4,150,1,012101202120102101210212010201210120212010210120210201021202101210201202120121012010201202102012101202120121021202102010210120102120121020102101210212
3,7/4,151,1,0120210201021201210212021020121012010210120210201210212010201210120212010201202102012101201020121021202102012101202120102101210201202120102012102120121
3,7/4,152,1,01202120102012102120210120102012021012102010210120210201210120102120210120102012021201021012021201210120210201021012010201202101210201202120102101202102
3,7/4,153,1,012102120121012021201020121012010210121021201020121012021020102101202120121012010212021020102120121012021201021012102012021012102120102012021012010212021
3,7/4,154,1,0102012102120210120102012101202102010212021012102010212012102120210201202101201021012102012021201021012102120102012021201021012021020102120210121020120212
3,7/4,155,1,01202102010212021012102010210120212012102010212012101202120102012021020102101201020121021201210120212010201202101210212021020102101202102012021201021012102
3,7/4,156,1,010212021012102010212012102012021020102120210120102012021201021012010201210120212012102012021012102010210120102120210201210120212010210121020120210201021012
3,7/4,157,1,0120210120102120121020102101201021202102012101202120121021202102010210120102120210201210212021012010210121021201210201202101210201021012021201210201021202102
3,7/4,158,1,01202120102012101202120121020102101210212010201210212021020121012010212012102010210120212012102012021020102101210201202120102101210212021020120210121021201021
3,7/4,159,1,010212021012102010210120212010201210120102101202120121012021020121021202101201021202102012021201210212021020102101202120102012101201021012102010212021020121012
3,7/4,160,1,0102012102120210201202101210201021202102012021201021012021020102120210121021201210201021012102012021201020121012021201021012021020102120210121021201210201021012
3,7/4,161,1,01210212021020121021201210120102012021012102010212021020120212010210121021201020121012010210121021202102012021201210212010210120102012021012102120102012101201021
3,7/4,162,1,012021020102101201021202102010212012101202120102012102120102101210201202120121012010210120210201202120102101210201021202101210201202120121012010201210212021012102
3,7/4,163,1,0120102012101202120102101210201202120102012102120210201021012102120102101201020121012021201210201021012021201020120210121020102101201021202101210201021201210212021
3,7/4,164,1,01210120102120210201021012010201210120212012102010210121021201020121021202102010210120212010201202101210212021020121012021201210212021012010201202102012101202120102
3,7/4,165,1,012021020102120121012010201210212010201202101210201021201210120212010210121020120210121021202102012102120121012021020102101210212012102012021201021012010201202120121
3,7/4,166,1,0120102120210201210212010201210120212010210121021201210201021202101210212010201210120210201021201210212021012010210121020120210201021202101210212010201210120210201021
3,7/4,167,1,01201020120210121021201021012010201202120121021201021012102120210201021012021020121012010212021020102101210201202120102101201020121012021201021012021020121012010212021
3,7/4,168,1,010210120210201021012102012021012102120210201021012010201210212010201202102010210121021201210120212010201210212021020102101201020121021201210120210201021012102120121012
3,7/4,169,1,0120212010210120210201210120102101202120102012101202120121020102120210201210120210201021202101201021012102120121020120212012101201021012102120210201021012021201210120102
3,7/4,170,1,01210201202120102101210201021201210120102120210201210120210201021012010212021012102120102012021012102010212021020120212010210121021202102012102120121012021020102101210212
3,7/4,171,1,012102010212021012102120121020120210121021202102012021201210201021012021201021012102120210120102120210201210120210201021012010212012102010210120212010210121021202101201021
3,7/4,172,1,0120210201210120212010201202101210212012102010210120212012101202102012101201021202102012102120102101202120121020120210120102101210201021202101210212012101201020121021201021
3,7/4,173,1,01202101201021201210201021202101210201021012010212021020120212010210120102012102120102101202120102012021020121021201210120102012021012102010210120102012102120102101202120102
3,7/4,174,1,010212012102120210201202120102101202120121021202101210201021012021201021012102120210201202120121012010210121020120210121021201210120102012021201021012102120210201202120121012
3,7/4,175,1,0120210120102101210212021012010212012102120210201202101210212010210120102012021012102120121020120210121020102120210120102012021020121012010210120212010201210120212012102120102
3,7/4,176,1,01021012102120102012101202102010212021012010201210212012101201021202102012021012102120102012101201021201210201202101201020121012021020102120121012010212021020102120121020120212
3,7/4,177,1,012102120102012101202102010210120102120121021202102012101201021012102012021201210120210201021201210212021012010212012102012021201210120102101210212021020120212010210120102012021
3,7/4,178,1,0120212010201210212021020102101201020121021202101201021201210201021202101210201202120121020102101210212021020120212010210121020102120121012010212021012102012021201210201021012102
3,7/4,179,1,01202102012101201021201210201021012102120210201210120210201021012010212012102012021020102120121012010201202102012102120102101201020120212012102120210121020102101201021201210120102
3,7/4,180,1,012102120210120102120210201202120102101202120121021202102012101202120121020102120210121020120210201021202101201021012102010212021020121021201020121012010210121021201210120210201021
3,7/4,181,1,0121020120212012101201021012102010212021012102120102101202120121012010212021020120210120102012102120102101202102010210121020120210120102012021201021012021020120212012102120102012021
3,7/4,182,1,01210201021202101210201202120102012101202102012021201210212021020120210121020102101201020120210201021012102120121020120212010210120102012021012102010210120212010201210212021012010212
3,7/4,183,1,010201202120102101202102010210121020120212010201210120102120210121021201020120210121020102120210120102012021201210201021201210120102012021020121021202101210201021012021020102120121012
3,7/4,184,1,0121012010212012102120210121020102120121012010210121021201210201202120102101210201021201210120102101210201202120102012101201021012102120121020120212010210121021202102012021012102120102
3,7/4,185,1,01202120102012021012102010212021020120210121021202101201020120212012102012021012102120121020102120210120102101210201202102010210120212012102120210201202101201021201210120102012102120121
3,7/4,186,1,010210120102120121021202102010210121021201021012021020102120210120102101210201202120121021202102010210121021201210201202101210212010210120102012101202102010210120212012102010212021012102
3,7/4,187,1,0121012021201210201021202101210201021012010201202102012102120121012010210121020120212012102120102101202102012101201021202101201020121012021020121021201210120102012021012010210121021202102
3,7/4,188,1,01202120121021202102012021012102010212012102012021201020121012021201210201021012102120121012021201021012102120102012101202120102012021020102120210121021201210120210201021012021201021012102
3,7/4,189,1,012021020121021201210120102012021201021012102120210201210120212010201202102012101201020120212010210120102012101202120102101210212021020120210120102120121020120212012101202102012021201020121
3,7/4,190,1,0120212012102120102101202102012101201020121021201021012102010212021020121012021201020120210120102120210121020102101202120102012101201021012102012021201021012102120102012021012010212021012102
3,7/4,191,1,01021202102012101202102010212012102010210120212012102120210201210120102120121020120210201021012010201210120210201210212010210121021202102012021012010210121021202101201020121021202102012021012
3,7/4,192,1,012021201210120102120121021202102012021012010212021020121021201020120212012102012021020102101202120102101210212021012010201210120212010201202102012101202120121020120210201021012021201021012102
3,7/4,193,1,0120210120102101210212021020102101202120121021202101201020120212012101202102012101201021012021020120212010210120212012101201021201210212021020121012010212012101202102010212021012102010212012102
3,7/4,194,1,01021202101210201021201210120212010210120102012101202120121020120210120102101210212010201202102010210120212010201210120210201021201210201202120102101202102012101202120102101210212012102012021012
3,7/4,195,1,010201202102012102120210121020102101201020120210121021202102012102120102012021020102120121021202102012021012102120102101201020120210121021202102012102120102012101202102012021201021012102120121012
3,7/4,196,1,0120210121020120212010201210120102120210201021012102120121020102120210121020120210120102012101202120121021201020120212012101202102010210121021201020121021202102012021012010201210120212012102120102
3,7/4,197,1,01021012010201210212021012010201202120121020102101210212021020121021201210120210201021012021201021012102010212021012102120121020120210121021202102012102120121012021020102101202120102101210201202102
3,7/4,198,1,012021201020121012010212012101202102010210121020120212010201210212010210121021202102010210120212012102120210120102101210212010201210120212012102012021012102120121012021201021012102120210201021012102
3,7/4,199,1,0121021202102010212012102120210120102012102120210201021012010201202120102101202102012102120210121020120210120102120121012021201021012102010212012102012021201021012021020121021202101210201202101201021
3,7/4,200,1,01202102012101201021012021201210212010201210120102120121021202102012021201210201021012021020121012021201021012010201202101210201021012021020120212010210120212012102010210120210201210120212010210120102
3,7/4,201,1,012102010210120212012101201021202102012101202120121020120212010210121020102120210201202101201020121021202102012021012102120121012010210121020102120210120102012102120121012010201202120121021202102012021
3,7/4,202,1,0121021201020121012021201210212021020121012021201020120210121021201021012010201202101210201202120121012021020120212010210121021201210201021012021201210120210201210212010201202101210212010210121020120212
3,7/4,203,1,01202120121020102101201020121021202102012021012102120102101202102012021201021012021201210212010201210120212010201202102010210121021201210120102101202120121020120212010201210212012101201021012021201020121
3,7/4,204,1,012021012010210121021201210120210201210120102012021201210120210201021012102012021012010212012101202102012102120102101201020121012021201210201202102010210120102120210121021201020120210120102012101202120102
3,7/4,205,1,0120212010201202101210212010210121020102120210120102012021020102101201020121012021020102101202120121020102120210201202120121012021020102120121021202101201020120210121020102101202120102012021020121021201021
3,7/4,206,1,01021201210212021020102101210212010201202101201021012102120210201021012021201020120210121020102101202120121012010201210212021020121012010210121021201210201021202102012101202120102012101201021201210201202102
3,7/4,207,1,010210120102120121021202101210201021012021201210120102101210212010201202101201020121021202102012101201020120210201210212010210120212012101201021012102120102012021012010212012101201020120212012102012021012102
3,7/4,208,1,0120212012102012021020102101201021202101210212010210120210201202120102012102120121012010201202120121020120210120102120210201202101210212021020102120121020102101202120102101210201202120121012021020121021201021
3,7/4,209,1,01021202102012021201021012021020121012010212021020102101202102012021201020121021202102010212012101202120102012021012102120210120102101210212012101202102012021201020121021202102010212012101202120102012021012102
3,7/4,210,1,012021020121012021201210212021012010212012101202102010212012102120210121020102101202102012101202120102101210201202120121012010210121021201210201202120102012101201021201210120212010210120210201210212012101201021
3,7/4,211,1,0102012101202102012021201210120102101202120102012101202120121020102101210212021020120212012102010210120102012021020121021201210120102012021012010210121020102120121012021020102101210201202101210212012102012021012
3,7/4,212,1,01020121012021201210201202102010212012101201020120212010210121021201210201202101201021012102120210201202120102012101201021012021201210120102012021201210212010210120102012021012102120102101210201021201210212021012
3,7/4,213,1,012021020102120210121021201021012021201020121021202102012101202102010212021012102010212012101202120102012102120102101210212021012010201210212021020121012010210120210201021202101201020120212010210120210201021012102
3,7/4,214,1,0120210201021012102120210201210212010201202102012101201021202101210201021012021020121021201020121012010212012102120210201210120102012021012102012021201020121012021020121021201021012102010212012102120210201210120102
3,7/4,215,1,01210120102101202120121020120210201021201210120102012021201021012021020102101210212010210120212012101202102012021201020121021202101201021202102012021201021012021020102101210212010210120212010201202102012101202120102
3,7/4,216,1,012010201210212021020102120121012021020121012010212012102012021020102101210212012101202120102101210201202120102012102120210120102101210201202101201021201210201021012102120102101202102010212021012102012021020102120121
3,7/4,217,1,0120210201021012021201210120102120210121020102120121021202101201021012102120102012101202102010210121021201210201202101201021012102010212012102012021012102010212021020120210121021202101201021012102120102012101202120102
3,7/4,218,1,01210212021012010201210120210201210212021012102010212021020120210121020102101201021201210120212010210121021201020121012021020121021202101210201021202102012102120121012021201021012102010212012102120210201210120102012021
3,7/4,219,1,012021020102101210212012102010212021012102120102101210201202101210212012102012021020102101210201202101210212021012010210121021201210201202120102101210212010201210120102101202102012101201020120210201021202101201021012102
3,7/4,220,1,0121021201020121021202101201021012102120210201021201210201202102010210120212012102010210120102120121020102120210121020120212010210121020102120210201202101201021202101210212012102010210121021201021012021201210120102012021
3,7/4,221,1,01021012021201020121021202102010210120212012102120102012021012010212021020102120121021202101210201202120121012010201210212010201202120121021201021012021020121021202101201021012102012021201020121012021201021012102120121012
3,7/4,222,1,010201202102012102120210120102012101202102012021201021012102120210120102012102120121012010201202120102101210212012102012021020102101202120121012021020121012010201202120102101210201202102010210120212012102120210201210120212
3,7/4,223,1,0102120121012021201020120210121020102101202102012102120102012021201210120102012102120121012021020121012010210120210201021012102012021201020121012010210120212012101201020120212012102120210121020120210201021202101210201021012
3,7/4,224,1,01021202101210201202120102012102120102101202120102012021012010212021020120212010210120102012021201210120210201210212012101201021012102012021012010201202120121021202102012021201021012010201202120121012021020121012010201202102
3,7/4,225,1,010201210120212010201202102012102120210121020102120210120102012021201210201021202102012101201021201210201202101210201021012021201210201021202102012102120210120102012101202120121021201020120212012102012021020102101210212021012
3,7/4,226,1,0102120121012021201021012102120210201021012021020121021202101210201021201210120210201210212021012010212021020102120121020102101202102012102120102101202120121012021020102101201020120210121021201210120102120210201210212021012102
3,7/4,227,1,01202120102012021012010212021020102120121021202102012101201021012102012021012102120210201210120212012102010210120102120210201210212010210121020102120210120102120121020120210120102012021201210201202101210212010201210212021020121
3,7/4,228,1,010210121020120212010201210212021020121012010210120212012101202102010210120212012102010212021020121012010212021012010201202101210212021020102120121020102101210201202102010210120102120121020102120210120102120121021202102012021012
3,7/4,229,1,0102012021020121021201210120102120210121021201020121021202101210201202120102012101201021202101201020120212012102010210121020120212010210121021201020121021202102010210120102120121021202102012101202120102012102120121012021201021012
3,7/4,230,1,01202120121021202101201021012102010212012102012021012102010212021012010201210212010201202120102101202102010212021012102012021012010212012102120210201021012010212021020120210120102101210201202120121020102101202102012021201021012102
3,7/4,231,1,010201202102012102120121012010212021020102101202120121012010210121020102120210120102012021201021012102012021201210120102101202120102012021012102010212012101201021202102010212012102010210120212012101201021202101210201021201210120212
3,7/4,232,1,0102101201021202101210201021202102012102120210121020102101202102012101201021202102012102120210121020102120210120102120121012021201020120210201021012102120102012102120210121020102101201021201210120102012102120102101202120121021202102
3,7/4,233,1,01202120102012101201021201210212021020121012010210121020102120210201202101210212010210121020102120121021202102012021012102120102012021020102101210212010210120212010201210212021020120210121021201021012102012021012010201210120212012102
3,7/4,234,1,012102120210120102012021020102120121021202101210201021012021020121021201021012021201210120102101202102012101201020120212012101201021202101210201021201210120212010201210212010210120212012101201021012021020121012010201202120121012010212
3,7/4,235,1,0121020120210120102101210201021202101210212010201202120121012010212021020121021201021012021020121012010210120212012101201020120210121020102101201020120212012102010210120102120210201021012102120121012010212021012102120102101201020120212
3,7/4,236,1,01201020121021201021012021201210201021012021020121021201210120212010210121021201210201021202101210212010201202101210201021201210120102101210201021202101210201202120121021201020121012010210121021202102012101202120102101210212012102012021
3,7/4,237,1,010210121021202101201021012102012021020102101201021201210120102012102120210201021012021201210201202120102101210201202101210212010201202102012101202120102101202102012102120210201021012021020120212012102120210201210120212012102010210120212
3,7/4,238,1,0120210201210212021012102010212021012010201202120121020120210121020102120121012021020120212012102120102101210212021020120210121021201021012021020120212010210120212012102010212012101202102012021201210212010210121021202102012021012102120102
3,7/4,239,1,01021202102012021201210212021012102010210120212012101202102010210121021201210201021012021201210120102012021020102120210121021201020120210201021012021201210120102012021012102120121020102101202120121021201020120210201210212012101201021012102
3,7/4,240,1,010210120102120210121020102101202102012101202120102101210201021201210120210201210212010201202101210212012102012021020102101210212010210120212010201210212012101201021202101201020121012021201020120210121021202102012021201020121012010212012102
3,7/4,241,1,0121012021201210201202120102101210212010201202101201021012102120210201021012021020121012010210120212012101201021201210201202101210212010210120212012102010212021012010201202101210212012102010210121021201020121012010212012102012021012102120102
3,7/4,242,1,01021201210120102120210201202120102101201020121021202101210201021201210212021020121012021201210201021202101201021201210120102012102120210120102012021201210201021012010212012102120210201210120212012102010212021012010212012101201020121021202102
3,7/4,243,1,012101202102012102120102101210212021020102101201020121021201210120102120210120102012021012102120102012101201021202102010212012101202120102101210201021201210120210201210120102120210120102012021012102120210120102012101202102010212012101202120102
3,7/4,244,1,0102120121012010212021012010201202120102101210212021020121012021201210212010210120212012101201020121021202102010212012101201020120212012102120102101210212021020121012021201210212021012102012021020102101201021202101210212012101201020120212012102
3,7/4,245,1,01201020120212010210120210201021012102120121020120210120102120210121021201210201021012010201202102010210121021202102012102120121012010201210212021012010212021020121012021201020120210121020102120210121021201210201202101210201021012010201210212021
3,7/4,246,1,010201210120212010210120102012021201210212010210121021202102010212012102010210121021202102012021012102010210120212010210121020102120121021202102012021012102010210120212012102120102101202102012101201021201210201021012021201021012102120210201021012
3,7/4,247,1,0121012021020121012010212021012102010210120102012021201210212021012010201210212012101202102010212012102120210201210120210201021012021201210212021012010212012101202102012021201020121012010212021020120212012101201021201210212021012010201202102010212
3,7/4,248,1,01202120121021201021012021020121021202101201021012102120121020102101202120121012010212021020102101202120102012101201021202101210201021201210212021012010210121021202102012102120121012021020121012010212021012102120102101202102012021201021012102120102
3,7/4,249,1,012021201210212010210121020102120210201202120102012102120210201202101201021201210201202120102101210212021020120212012102010212012101201021012102012021201020121021202102012101202120102012101201021201210212021012010201202120121020102120210201210120102
3,7/4,250,1,0121021202102010212012102120210121020102120121012021020121012010210121020102120210201202101210212021020121012010210120210201210212010201202102010210120212010201210120102120210121020102120121020120210120102120210201210120102012021201210212010201202102
3,7/4,251,1,01210212021020102101201020121021202101201021012102120121012010201210212010210121021202102012102120102101202120121012021020102101202120102012021020102101201020120212010210121020102120210201210120212010210120102012102120121012021020102101202120102012021
3,7/4,252,1,012101202120121020102120121012021201020121012010212021012010201210120212010201202101201021202101210201021012021201020121021201210120102101202102012102120210201021201210120102101202120102012101201021201210120210201210120102120210201021201210201202120102
3,7/4,253,1,0121021202102012021012010201210212010210120102012021201021012102010212012102012021201020121021202102012021201210201021012010212012102012021201021012021020102120121021202102012101201020121021202102010210120210201202120121020102101201020120210201210120102
3,7/4,254,1,01021012021201020121012010210120212012101201021202101201020120210201210212010201202120121012021020102120210120102120121020102101210212010201210212021012010201202120121020102120210121021201210120102101202102012101202120102101202102010212021012010201202102
3,7/4,255,1,012101202102012102120102101210212021020102101202102012101202120102012102120121012021201021012021020121021202101201020121021201020120210121021202102010212012101201021012021020121012021201020120210120102120210121021201020121021202102012101202120102101210212
3,7/4,256,1,0121020120210120102120210201202101210201021012021201210212010201202101201020121021201210120212010201210212021020102120121021202101201020121012021201020121021202101210201202120121012010201210212012101202120102012102120210201021201210212021012010201210120212
3,7/4,257,1,01210201202101210212012102010210120102120210201021012021020121012010210121020120210120102120210201021012010212012102010212021020120210120102012021201210120102120121020120212012101202102010212012102012021020102101210212010201202101210201021012010201210120212
